firstName,lastName,movieTitle,releaseYear,iteration,categoryName,isWinner
J.,Ralph,Racing Extinction,2015,88th,Best Original Song,no
Anohni,Hegarty,Racing Extinction,2015,88th,Best Original Song,no
David,Lang,Youth,2015,88th,Best Original Song,no
Justin,Hurwitz,La La Land,2016,89th,Best Original Song,yes
Justin,Paul,La La Land,2016,89th,Best Original Song,yes
Benj,Pasek,La La Land,2016,89th,Best Original Song,yes
J.,Ralph,Jim: The James Foley Story,2016,89th,Best Original Song,no
Sting,Sumner,Jim: The James Foley Story,2016,89th,Best Original Song,no
Lin-Manuel,Miranda,Moana,2016,89th,Best Original Song,no
Max,Martin,Trolls,2016,89th,Best Original Song,no
Karl,Schuster,Trolls,2016,89th,Best Original Song,no
Justin,Timberlake,Trolls,2016,89th,Best Original Song,no
Kristen,Anderson-Lopez,Coco,2017,90th,Best Original Song,yes
Robert,Lopez,Coco,2017,90th,Best Original Song,yes
Sufjan,Stevens,Call Me by Your Name,2017,90th,Best Original Song,no
Justin,Paul,The Greatest Showman,2017,90th,Best Original Song,no
Benj,Pasek,The Greatest Showman,2017,90th,Best Original Song,no
Diane,Warren,Marshall,2017,90th,Best Original Song,no
Lonnie,Ly,Marshall,2017,90th,Best Original Song,no
Mary,J. Blige,Mudbound,2017,90th,Best Original Song,no
Raphael,Saadiq,Mudbound,2017,90th,Best Original Song,no
Taura,Stinson,Mudbound,2017,90th,Best Original Song,no
Lady,Gaga,A Star Is Born,2018,91st,Best Original Song,yes
Mark,Ronson,A Star Is Born,2018,91st,Best Original Song,yes
Anthony,Rossomando,A Star Is Born,2018,91st,Best Original Song,yes
Andrew,Wyatt,A Star Is Born,2018,91st,Best Original Song,yes
David,Rawlings,The Ballad of Buster Scruggs,2018,91st,Best Original Song,no
Gillian,Welch,The Ballad of Buster Scruggs,2018,91st,Best Original Song,no
Kendrick,Lamar,Black Panther,2018,91st,Best Original Song,no
Sounwave,Spears,Black Panther,2018,91st,Best Original Song,no
Solána,Rowe,Black Panther,2018,91st,Best Original Song,no
Marc,Shaiman,Mary Poppins Returns,2018,91st,Best Original Song,no
Scott,Wittman,Mary Poppins Returns,2018,91st,Best Original Song,no
Diane,Warren,RBG,2018,91st,Best Original Song,no
Elton,John,Rocketman,2019,92nd,Best Original Song,yes
Bernie,Taupin,Rocketman,2019,92nd,Best Original Song,yes
Diane,Warren,Breakthrough,2019,92nd,Best Original Song,no
Kristen,Anderson-Lopez,Frozen II,2019,92nd,Best Original Song,no
Robert,Lopez,Frozen II,2019,92nd,Best Original Song,no
Cynthia,Erivo,Harriet,2019,92nd,Best Original Song,no
Randy,Newman,Toy Story 4,2019,92nd,Best Original Song,no
Dernst,Emile II,Judas and the Black Messiah,2021,93rd,Best Original Song,yes
Gabriella,Wilson,Judas and the Black Messiah,2021,93rd,Best Original Song,yes
Tiara,Thomas,Judas and the Black Messiah,2021,93rd,Best Original Song,yes
Rickard,Göransson,Eurovision Song Contest: The Story of Fire Saga,2020,93rd,Best Original Song,no
Savan,Kotecha,Eurovision Song Contest: The Story of Fire Saga,2020,93rd,Best Original Song,no
Diane,Warren,The Life Ahead,2020,93rd,Best Original Song,no
Laura,Pausini,The Life Ahead,2020,93rd,Best Original Song,no
Sam,Ashworth,One Night in Miami...,2020,93rd,Best Original Song,no
Leslie,Odom Jr.,One Night in Miami...,2020,93rd,Best Original Song,no
Daniel,Pemberton,The Trial of the Chicago 7,2020,93rd,Best Original Song,no
Celeste,Waite,The Trial of the Chicago 7,2020,93rd,Best Original Song,no
Billie,Eilish,No Time to Die,2021,94th,Best Original Song,yes
Finneas,O'Connell,No Time to Die,2021,94th,Best Original Song,yes
Van,Morrison,Belfast,2021,94th,Best Original Song,no
Lin-Manuel,Miranda,Encanto,2021,94th,Best Original Song,no
Diane,Warren,Four Good Days,2021,94th,Best Original Song,no
Beyoncé,Knowles,King Richard,2021,94th,Best Original Song,no
Darius,Scott,King Richard,2021,94th,Best Original Song,no
M.,M. Keeravani,RRR,2022,95th,Best Original Song,yes
Kanukuntla,Chandrabose,RRR,2022,95th,Best Original Song,yes
Ryan,Coogler,Black Panther: Wakanda Forever,2022,95th,Best Original Song,no
Ludwig,Göransson,Black Panther: Wakanda Forever,2022,95th,Best Original Song,no
Robyn ,Fenty,Black Panther: Wakanda Forever,2022,95th,Best Original Song,no
Tems,Openiyi,Black Panther: Wakanda Forever,2022,95th,Best Original Song,no
David,Byrne,Everything Everywhere All at Once,2022,95th,Best Original Song,no
Ryan,Lott,Everything Everywhere All at Once,2022,95th,Best Original Song,no
Mitsuki,Laycock,Everything Everywhere All at Once,2022,95th,Best Original Song,no
Diane,Warren,Tell It Like a Woman,2022,95th,Best Original Song,no
Michael,Tucker,Top Gun: Maverick,2022,95th,Best Original Song,no
Lady,Gaga,Top Gun: Maverick,2022,95th,Best Original Song,no
Billie,Eilish,Barbie,2023,96th,Best Original Song,yes
Finneas,O'Connell,Barbie,2023,96th,Best Original Song,yes
Jon,Batiste,American Symphony,2023,96th,Best Original Song,no
Dan,Wilson,American Symphony,2023,96th,Best Original Song,no
Mark,Ronson,Barbie,2023,96th,Best Original Song,no
Andrew,Wyatt,Barbie,2023,96th,Best Original Song,no
Diane,Warren,Flamin' Hot,2023,96th,Best Original Song,no
Scott,George,Killers of the Flower Moon,2023,96th,Best Original Song,no
Camille,Dalmais,Emilia Pérez,2024,97th,Best Original Song,yes
Clément,Ducol,Emilia Pérez,2024,97th,Best Original Song,yes
Jacques,Audiard,Emilia Pérez,2024,97th,Best Original Song,yes
Brandi,Carlile,Elton John: Never Too Late,2024,97th,Best Original Song,no
Elton,John,Elton John: Never Too Late,2024,97th,Best Original Song,no
Bernie,Taupin,Elton John: Never Too Late,2024,97th,Best Original Song,no
Andrew,Watt,Elton John: Never Too Late,2024,97th,Best Original Song,no
Abraham,Alexander,Sing Sing,2023,97th,Best Original Song,no
Adrian,Quesada,Sing Sing,2023,97th,Best Original Song,no
Diane,Warren,The Six Triple Eight,2024,97th,Best Original Song,no
Lucien,Hubbard,Wings,1927,1st,Best Picture,yes
Jesse,L. Lasky,Wings,1927,1st,Best Picture,yes
B.P.,Schulberg,Wings,1927,1st,Best Picture,yes
Adolph,Zukor,Wings,1927,1st,Best Picture,yes
William,Fox,7th Heaven,1927,1st,Best Picture,no
Howard,Hughes,The Racket,1928,1st,Best Picture,no
Irving,Thalberg,The Broadway Melody,1929,2nd,Best Picture,yes
Lawrence,Weingarten,The Broadway Melody,1929,2nd,Best Picture,yes
Roland,West,Alibi,1929,2nd,Best Picture,no
Irving,Thalberg,The Hollywood Revue,1929,2nd,Best Picture,no
Harry,Rapf,The Hollywood Revue,1929,2nd,Best Picture,no
Winfield,Sheehan,In Old Arizona,1928,2nd,Best Picture,no
Carl,Laemmle Jr.,All Quiet on the Western Front,1930,3rd,Best Picture,yes
Irving,Thalberg,The Big House,1930,3rd,Best Picture,no
Jack,L. Warner,Disraeli,1929,3rd,Best Picture,no
Darryl,F. Zanuck,Disraeli,1929,3rd,Best Picture,no
Robert,Z. Leonard,The Divorcee,1930,3rd,Best Picture,no
Ernst,Lubitsch,The Love Parade,1929,3rd,Best Picture,no
William,LeBaron,Cimarron,1931,4th,Best Picture,yes
Howard,Hughes,The Front Page,1931,4th,Best Picture,no
Lewis,Milestone,The Front Page,1931,4th,Best Picture,no
Jesse,L. Lasky,Skippy,1931,4th,Best Picture,no
B.P.,Schulberg,Skippy,1931,4th,Best Picture,no
Adolph,Zukor,Skippy,1931,4th,Best Picture,no
Irving,Thalberg,Trader Horn,1931,4th,Best Picture,no
Irving,Thalberg,Grand Hotel,1932,5th,Best Picture,yes
Samuel,Goldwyn,Arrowsmith,1931,5th,Best Picture,no
King,Vidor,The Champ,1931,5th,Best Picture,no
Hal,"B. Wallis, producer",Five Star Final,1931,5th,Best Picture,no
Ernst,Lubitsch,One Hour with You,1932,5th,Best Picture,no
Adolph,Zukor,Shanghai Express,1932,5th,Best Picture,no
Ernst,"Lubitsch, producer",The Smiling Lieutenant,1931,5th,Best Picture,no
Frank,Lloyd,Cavalcade,1933,6th,Best Picture,yes
Winfield,Sheehan,Cavalcade,1933,6th,Best Picture,yes
Frank,Capra,It Happened One Night,1934,7th,Best Picture,yes
Harry,Cohn,It Happened One Night,1934,7th,Best Picture,yes
Frank,Lloyd,Mutiny on the Bounty,1935,8th,Best Picture,yes
Irving,Thalberg,Mutiny on the Bounty,1935,8th,Best Picture,yes
Hunt,Stromberg,The Great Ziegfeld,1936,9th,Best Picture,yes
Samuel,Goldwyn,Dodsworth,1936,9th,Best Picture,no
Henry,Blanke,The Life of Emile Zola,1937,10th,Best Picture,yes
Samuel,Goldwyn,Dead End,1937,10th,Best Picture,no
Frank,Capra,You Can't Take It with You,1938,11th,Best Picture,yes
David,O. Selznick,Gone with the Wind,1939,12th,Best Picture,yes
David,O. Selznick,Rebecca,1940,13th,Best Picture,yes
Darryl,F. Zanuck,How Green Was My Valley,1941,14th,Best Picture,yes
Samuel,Goldwyn,The Little Foxes,1941,14th,Best Picture,no
Sidney,Franklin,Mrs. Miniver,1942,15th,Best Picture,yes
Samuel,Goldwyn,The Pride of the Yankees,1942,15th,Best Picture,no
Hal,B. Wallis,Casablanca,1942,16th,Best Picture,yes
Leo,McCarey,Going My Way,1944,17th,Best Picture,yes
David,O. Selznick,Since You Went Away,1944,17th,Best Picture,no
Charles,Brackett,The Lost Weekend,1945,18th,Best Picture,yes
David,O. Selznick,Spellbound,1945,18th,Best Picture,no
Samuel,Goldwyn,The Best Years of Our Lives,1946,19th,Best Picture,yes
Darryl,F. Zanuck,Gentleman's Agreement,1947,20th,Best Picture,yes
Samuel,Goldwyn,The Bishop's Wife,1947,20th,Best Picture,no
Laurence,Olivier,Hamlet,1948,21st,Best Picture,yes
Robert,Rossen,All the King's Men,1949,22nd,Best Picture,yes
Darryl,F. Zanuck,All About Eve,1950,23rd,Best Picture,yes
Arthur,Freed,An American in Paris,1951,24th,Best Picture,yes
Anatole,Litvak,Decision Before Dawn,1951,24th,Best Picture,no
Frank,McCarthy,Decision Before Dawn,1951,24th,Best Picture,no
George,Stevens,A Place in the Sun,1951,24th,Best Picture,no
Sam,Zimbalist,Quo Vadis,1951,24th,Best Picture,no
Charles,K. Feldman,A Streetcar Named Desire,1951,24th,Best Picture,no
Cecil,B. DeMille,The Greatest Show on Earth,1952,25th,Best Picture,yes
Stanley,Kramer,High Noon,1952,25th,Best Picture,no
Pandro,S. Berman,Ivanhoe,1952,25th,Best Picture,no
John,and James Woolf,Moulin Rouge,1952,25th,Best Picture,no
John,Ford,The Quiet Man,1952,25th,Best Picture,no
Merian,C. Cooper,The Quiet Man,1952,25th,Best Picture,no
Buddy,Adler,From Here to Eternity,1953,26th,Best Picture,yes
John,Houseman,Julius Caesar,1953,26th,Best Picture,no
Frank,Ross,The Robe,1953,26th,Best Picture,no
William,Wyler,Roman Holiday,1953,26th,Best Picture,no
George,Stevens,Shane,1953,26th,Best Picture,no
Sam,Spiegel,On the Waterfront,1954,27th,Best Picture,yes
Stanley,Kramer,The Caine Mutiny,1954,27th,Best Picture,no
William,Perlberg,The Country Girl,1954,27th,Best Picture,no
Jack,Cummings,Seven Brides for Seven Brothers,1954,27th,Best Picture,no
Sol,C. Siegel,Three Coins in the Fountain,1954,27th,Best Picture,no
Harold,Hecht,Marty,1955,28th,Best Picture,yes
Buddy,Adler,Love Is a Many-Splendored Thing,1955,28th,Best Picture,no
Leland,Hayward,Mister Roberts,1955,28th,Best Picture,no
Fred,Kohlmar,Picnic,1955,28th,Best Picture,no
Hal,B. Wallis,The Rose Tattoo,1955,28th,Best Picture,no
Michael,Todd,Around the World in 80 Days,1956,29th,Best Picture,yes
William,Wyler,Friendly Persuasion,1956,29th,Best Picture,no
George,Stevens,Giant,1956,29th,Best Picture,no
Henry,Ginsberg,Giant,1956,29th,Best Picture,no
Charles,Brackett,The King and I,1956,29th,Best Picture,no
Cecil,B. DeMille,The Ten Commandments,1956,29th,Best Picture,no
Sam,Spiegel,The Bridge on the River Kwai,1957,30th,Best Picture,yes
Henry,Fonda,12 Angry Men,1957,30th,Best Picture,no
Reginald,Rose,12 Angry Men,1957,30th,Best Picture,no
Jerry,Wald,Peyton Place,1957,30th,Best Picture,no
William,Goetz,Sayonara,1957,30th,Best Picture,no
Arthur,Hornblow Jr.,Witness for the Prosecution,1957,30th,Best Picture,no
Arthur,Freed,Gigi,1958,31st,Best Picture,yes
Jack,L. Warner,Auntie Mame,1958,31st,Best Picture,no
Lawrence,Weingarten,Cat on a Hot Tin Roof,1958,31st,Best Picture,no
Stanley,Kramer,The Defiant Ones,1958,31st,Best Picture,no
Harold,Hecht,Separate Tables,1958,31st,Best Picture,no
Sam,Zimbalist,Ben-Hur,1959,32nd,Best Picture,yes
Otto,Preminger,Anatomy of a Murder,1959,32nd,Best Picture,no
George,Stevens,The Diary of Anne Frank,1959,32nd,Best Picture,no
Henry,Blanke,The Nun's Story,1959,32nd,Best Picture,no
John,Woolf,Room at the Top,1959,32nd,Best Picture,no
James,Woolf,Room at the Top,1959,32nd,Best Picture,no
Billy,Wilder,The Apartment,1960,33rd,Best Picture,yes
John,Wayne,The Alamo,1960,33rd,Best Picture,no
Bernard,Smith,Elmer Gantry,1960,33rd,Best Picture,no
Jerry,Wald,Sons and Lovers,1960,33rd,Best Picture,no
Fred,Zinnemann,The Sundowners,1960,33rd,Best Picture,no
Robert,Wise,West Side Story,1961,34th,Best Picture,yes
Joshua,Logan,Fanny,1961,34th,Best Picture,no
Carl,Foreman,The Guns of Navarone,1961,34th,Best Picture,no
Robert,Rossen,The Hustler,1961,34th,Best Picture,no
Stanley,Kramer,Judgment at Nuremberg,1961,34th,Best Picture,no
Sam,Spiegel,Lawrence of Arabia,1962,35th,Best Picture,yes
Darryl,F. Zanuck,The Longest Day,1962,35th,Best Picture,no
Morton,DaCosta,The Music Man,1962,35th,Best Picture,no
Aaron,Rosenberg,Mutiny on the Bounty,1962,35th,Best Picture,no
Alan,J. Pakula,To Kill a Mockingbird,1962,35th,Best Picture,no
Tony,Richardson,Tom Jones,1963,36th,Best Picture,yes
Elia,Kazan,America America,1963,36th,Best Picture,no
Walter,Wanger,Cleopatra,1963,36th,Best Picture,no
Bernard,Smith,How the West Was Won,1962,36th,Best Picture,no
Ralph,Nelson,Lilies of the Field,1963,36th,Best Picture,no
Jack,L. Warner,My Fair Lady,1964,37th,Best Picture,yes
Hal,B. Wallis,Becket,1964,37th,Best Picture,no
Stanley,Kubrick,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,37th,Best Picture,no
Walt,Disney,Mary Poppins,1964,37th,Best Picture,no
Bill,Walsh,Mary Poppins,1964,37th,Best Picture,no
Michael,Cacoyannis,Zorba the Greek,1964,37th,Best Picture,no
Robert,Wise,The Sound of Music,1965,38th,Best Picture,yes
Joseph,Janni,Darling,1965,38th,Best Picture,no
Carlo,Ponti,Doctor Zhivago,1965,38th,Best Picture,no
Stanley,Kramer,Ship of Fools,1965,38th,Best Picture,no
Fred,Coe,A Thousand Clowns,1965,38th,Best Picture,no
Fred,Zinnemann,A Man for All Seasons,1966,39th,Best Picture,yes
Lewis,Gilbert,Alfie,1966,39th,Best Picture,no
Norman,Jewison,"The Russians Are Coming, the Russians Are Coming",1966,39th,Best Picture,no
Robert,Wise,The Sand Pebbles,1966,39th,Best Picture,no
Ernest,Lehman,Who's Afraid of Virginia Woolf?,1966,39th,Best Picture,no
Walter,Mirisch,In the Heat of the Night,1967,40th,Best Picture,yes
Warren,Beatty,Bonnie and Clyde,1967,40th,Best Picture,no
Arthur,P. Jacobs,Doctor Dolittle,1967,40th,Best Picture,no
Lawrence,Turman,The Graduate,1967,40th,Best Picture,no
Stanley,Kramer,Guess Who's Coming to Dinner,1967,40th,Best Picture,no
John,Woolf,Oliver!,1968,41st,Best Picture,yes
Ray,Stark,Funny Girl,1968,41st,Best Picture,no
Martin,Poll,The Lion in Winter,1968,41st,Best Picture,no
Paul,Newman,"Rachel, Rachel",1968,41st,Best Picture,no
Anthony,Havelock-Allan,Romeo and Juliet,1968,41st,Best Picture,no
John,Brabourne,Romeo and Juliet,1968,41st,Best Picture,no
Jerome,Hellman,Midnight Cowboy,1969,42nd,Best Picture,yes
Hal,B. Wallis,Anne of the Thousand Days,1969,42nd,Best Picture,no
John,Foreman,Butch Cassidy and the Sundance Kid,1969,42nd,Best Picture,no
Ernest,Lehman,"Hello, Dolly!",1969,42nd,Best Picture,no
Jacques,Perrin,Z,1969,42nd,Best Picture,no
Ahmed,Rachedi,Z,1969,42nd,Best Picture,no
Frank,McCarthy,Patton,1969,43rd,Best Picture,yes
Ross,Hunter,Airport,1970,43rd,Best Picture,no
Bob,Rafelson,Five Easy Pieces,1970,43rd,Best Picture,no
Howard,G. Minsky,Love Story,1970,43rd,Best Picture,no
Ingo,Preminger,M*A*S*H,1970,43rd,Best Picture,no
Philip,D'Antoni,The French Connection,1971,44th,Best Picture,yes
Stanley,Kubrick,A Clockwork Orange,1971,44th,Best Picture,no
Norman,Jewison,Fiddler on the Roof,1971,44th,Best Picture,no
Stephen,J. Friedman,The Last Picture Show,1971,44th,Best Picture,no
Sam,Spiegel,Nicholas and Alexandra,1971,44th,Best Picture,no
Albert,S. Ruddy,The Godfather,1972,45th,Best Picture,yes
Cy,Feuer,Cabaret,1972,45th,Best Picture,no
John,Boorman,Deliverance,1972,45th,Best Picture,no
Bengt,Forslund,The Emigrants,1971,45th,Best Picture,no
Robert,B. Radnitz,Sounder,1972,45th,Best Picture,no
Tony,Bill,The Sting,1973,46th,Best Picture,yes
Michael,Phillips,The Sting,1973,46th,Best Picture,yes
Julia,Phillips,The Sting,1973,46th,Best Picture,yes
Francis,Ford Coppola,American Graffiti,1973,46th,Best Picture,no
Gary,Kurtz,American Graffiti,1973,46th,Best Picture,no
Ingmar,Bergman,Cries and Whispers,1972,46th,Best Picture,no
William,Peter Blatty,The Exorcist,1973,46th,Best Picture,no
Melvin,Frank,A Touch of Class,1973,46th,Best Picture,no
Francis,Ford Coppola,The Godfather Part II,1974,47th,Best Picture,yes
Gray,Frederickson,The Godfather Part II,1974,47th,Best Picture,yes
Fred,Roos,The Godfather Part II,1974,47th,Best Picture,yes
Robert,Evans,Chinatown,1974,47th,Best Picture,no
Francis,Ford Coppola,The Conversation,1974,47th,Best Picture,no
Marvin,Worth,Lenny,1974,47th,Best Picture,no
Irwin,Allen,The Towering Inferno,1974,47th,Best Picture,no
Michael,Douglas,One Flew Over the Cuckoo's Nest,1975,48th,Best Picture,yes
Saul,Zaentz,One Flew Over the Cuckoo's Nest,1975,48th,Best Picture,yes
Stanley,Kubrick,Barry Lyndon,1975,48th,Best Picture,no
Martin,Bregman,Dog Day Afternoon,1975,48th,Best Picture,no
Martin,Elfand,Dog Day Afternoon,1975,48th,Best Picture,no
Richard,D. Zanuck,Jaws,1975,48th,Best Picture,no
David,Brown,Jaws,1975,48th,Best Picture,no
Robert,Altman,Nashville,1975,48th,Best Picture,no
Irwin,Winkler,Rocky,1976,49th,Best Picture,yes
Robert,Chartoff,Rocky,1976,49th,Best Picture,yes
Walter,Coblenz,All the President's Men,1976,49th,Best Picture,no
Robert,F. Blumofe,Bound for Glory,1976,49th,Best Picture,no
Harold,Leventhal,Bound for Glory,1976,49th,Best Picture,no
Michael,Phillips,Taxi Driver,1976,49th,Best Picture,no
Julia,Phillips,Taxi Driver,1976,49th,Best Picture,no
Charles,H. Joffe,Annie Hall,1977,50th,Best Picture,yes
Ray,Stark,The Goodbye Girl,1977,50th,Best Picture,no
Gary,Kurtz,Star Wars,1977,50th,Best Picture,no
Herbert,Ross,The Turning Point,1977,50th,Best Picture,no
Arthur,Laurents,The Turning Point,1977,50th,Best Picture,no
Barry,Spikings,The Deer Hunter,1978,51st,Best Picture,yes
Michael,Deeley,The Deer Hunter,1978,51st,Best Picture,yes
Michael,Cimino,The Deer Hunter,1978,51st,Best Picture,yes
John,Peverall,The Deer Hunter,1978,51st,Best Picture,yes
Jerome,Hellman,Coming Home,1978,51st,Best Picture,no
Warren,Beatty,Heaven Can Wait,1978,51st,Best Picture,no
Alan,Marshall,Midnight Express,1978,51st,Best Picture,no
David,Puttnam,Midnight Express,1978,51st,Best Picture,no
Paul,Mazursky,An Unmarried Woman,1978,51st,Best Picture,no
Anthony,Ray,An Unmarried Woman,1978,51st,Best Picture,no
Stanley,R. Jaffe,Kramer vs. Kramer,1979,52nd,Best Picture,yes
Robert,Alan Aurthur,All That Jazz,1979,52nd,Best Picture,no
Francis,Ford Coppola,Apocalypse Now,1979,52nd,Best Picture,no
Fred,Roos,Apocalypse Now,1979,52nd,Best Picture,no
Peter,Yates,Breaking Away,1979,52nd,Best Picture,no
Ronald,L. Schwary,Ordinary People,1980,53rd,Best Picture,yes
Bernard,Schwartz,Coal Miner's Daughter,1980,53rd,Best Picture,no
Jonathan,Sanger,The Elephant Man,1980,53rd,Best Picture,no
Irwin,Winkler,Raging Bull,1980,53rd,Best Picture,no
Robert,Chartoff,Raging Bull,1980,53rd,Best Picture,no
Claude,Berri,Tess,1979,53rd,Best Picture,no
David,Puttnam,Chariots of Fire,1981,54th,Best Picture,yes
Denis,Héroux,Atlantic City,1980,54th,Best Picture,no
Frank,Marshall,Raiders of the Lost Ark,1981,54th,Best Picture,no
Warren,Beatty,Reds,1981,54th,Best Picture,no
Richard,Attenborough,Gandhi,1982,55th,Best Picture,yes
Steven,Spielberg,E.T. the Extra-Terrestrial,1982,55th,Best Picture,no
Kathleen,Kennedy,E.T. the Extra-Terrestrial,1982,55th,Best Picture,no
Sydney,Pollack,Tootsie,1982,55th,Best Picture,no
Dick,Richards,Tootsie,1982,55th,Best Picture,no
Richard,D. Zanuck,The Verdict,1982,55th,Best Picture,no
David,Brown,The Verdict,1982,55th,Best Picture,no
James,L. Brooks,Terms of Endearment,1983,56th,Best Picture,yes
Michael,Shamberg,The Big Chill,1983,56th,Best Picture,no
Peter,Yates,The Dresser,1983,56th,Best Picture,no
Irwin,Winkler,The Right Stuff,1983,56th,Best Picture,no
Robert,Chartoff,The Right Stuff,1983,56th,Best Picture,no
Saul,Zaentz,Amadeus,1984,57th,Best Picture,yes
David,Puttnam,The Killing Fields,1984,57th,Best Picture,no
John,Brabourne,A Passage to India,1984,57th,Best Picture,no
Richard,B. Goodwin,A Passage to India,1984,57th,Best Picture,no
Arlene,Donovan,Places in the Heart,1984,57th,Best Picture,no
Norman,Jewison,A Soldier's Story,1984,57th,Best Picture,no
Ronald,L. Schwary,A Soldier's Story,1984,57th,Best Picture,no
Sydney,Pollack,Out of Africa,1985,58th,Best Picture,yes
Steven,Spielberg,The Color Purple,1985,58th,Best Picture,no
Kathleen,Kennedy,The Color Purple,1985,58th,Best Picture,no
Frank,Marshall,The Color Purple,1985,58th,Best Picture,no
Quincy,Jones,The Color Purple,1985,58th,Best Picture,no
David,Weisman,Kiss of the Spider Woman,1985,58th,Best Picture,no
John,Foreman,Prizzi's Honor,1985,58th,Best Picture,no
Edward,S. Feldman,Witness,1985,58th,Best Picture,no
Arnold,Kopelson,Platoon,1986,59th,Best Picture,yes
Burt,Sugarman,Children of a Lesser God,1986,59th,Best Picture,no
Robert,Greenhut,Hannah and Her Sisters,1986,59th,Best Picture,no
Fernando,Ghia,The Mission,1986,59th,Best Picture,no
David,Puttnam,The Mission,1986,59th,Best Picture,no
Ismail,Merchant,A Room with a View,1985,59th,Best Picture,no
Jeremy,Thomas,The Last Emperor,1987,60th,Best Picture,yes
James,L. Brooks,Broadcast News,1987,60th,Best Picture,no
Stanley,R. Jaffe,Fatal Attraction,1987,60th,Best Picture,no
Sherry,Lansing,Fatal Attraction,1987,60th,Best Picture,no
John,Boorman,Hope and Glory,1987,60th,Best Picture,no
Norman,Jewison,Moonstruck,1987,60th,Best Picture,no
Mark,Johnson,Rain Man,1988,61st,Best Picture,yes
Lawrence,Kasdan,The Accidental Tourist,1988,61st,Best Picture,no
Charles,Okun,The Accidental Tourist,1988,61st,Best Picture,no
Norma,Heyman,Dangerous Liaisons,1988,61st,Best Picture,no
Hank,Moonjean,Dangerous Liaisons,1988,61st,Best Picture,no
Frederick,Zollo,Mississippi Burning,1988,61st,Best Picture,no
Robert,F. Colesberry,Mississippi Burning,1988,61st,Best Picture,no
Douglas,Wick,Working Girl,1988,61st,Best Picture,no
Richard,D. Zanuck,Driving Miss Daisy,1989,62nd,Best Picture,yes
Lili,Fini Zanuck,Driving Miss Daisy,1989,62nd,Best Picture,yes
A.,Kitman Ho,Born on the Fourth of July,1989,62nd,Best Picture,no
Oliver,Stone,Born on the Fourth of July,1989,62nd,Best Picture,no
Steven,Haft,Dead Poets Society,1989,62nd,Best Picture,no
Paul,Junger Witt,Dead Poets Society,1989,62nd,Best Picture,no
Tony,Thomas,Dead Poets Society,1989,62nd,Best Picture,no
Lawrence,Gordon,Field of Dreams,1989,62nd,Best Picture,no
Charles,Gordon,Field of Dreams,1989,62nd,Best Picture,no
Noel,Pearson,My Left Foot,1989,62nd,Best Picture,no
Jim,Wilson,Dances with Wolves,1990,63rd,Best Picture,yes
Kevin,Costner,Dances with Wolves,1990,63rd,Best Picture,yes
Walter,Parkes,Awakenings,1990,63rd,Best Picture,no
Lawrence,Lasker,Awakenings,1990,63rd,Best Picture,no
Francis,Ford Coppola,The Godfather Part III,1990,63rd,Best Picture,no
Irwin,Winkler,Goodfellas,1990,63rd,Best Picture,no
Edward,Saxon,The Silence of the Lambs,1991,64th,Best Picture,yes
Kenneth,Utt,The Silence of the Lambs,1991,64th,Best Picture,yes
Ron,Bozman,The Silence of the Lambs,1991,64th,Best Picture,yes
Don,Hahn,Beauty and the Beast,1991,64th,Best Picture,no
Mark,Johnson,Bugsy,1991,64th,Best Picture,no
Barry,Levinson,Bugsy,1991,64th,Best Picture,no
Warren,Beatty,Bugsy,1991,64th,Best Picture,no
A.,Kitman Ho,JFK,1991,64th,Best Picture,no
Oliver,Stone,JFK,1991,64th,Best Picture,no
Barbra,Streisand,The Prince of Tides,1991,64th,Best Picture,no
Andrew,S. Karsch,The Prince of Tides,1991,64th,Best Picture,no
Clint,Eastwood,Unforgiven,1992,65th,Best Picture,yes
Stephen,Woolley,The Crying Game,1992,65th,Best Picture,no
David,Brown,A Few Good Men,1992,65th,Best Picture,no
Rob,Reiner,A Few Good Men,1992,65th,Best Picture,no
Andrew,Scheinman,A Few Good Men,1992,65th,Best Picture,no
Ismail,Merchant,Howards End,1992,65th,Best Picture,no
Martin,Brest,Scent of a Woman,1992,65th,Best Picture,no
Steven,Spielberg,Schindler's List,1993,66th,Best Picture,yes
Gerald,R. Molen,Schindler's List,1993,66th,Best Picture,yes
Branko,Lustig,Schindler's List,1993,66th,Best Picture,yes
Arnold,Kopelson,The Fugitive,1993,66th,Best Picture,no
Jim,Sheridan,In the Name of the Father,1993,66th,Best Picture,no
Jan,Chapman,The Piano,1993,66th,Best Picture,no
Mike,Nichols,The Remains of the Day,1993,66th,Best Picture,no
John,Calley,The Remains of the Day,1993,66th,Best Picture,no
Ismail,Merchant,The Remains of the Day,1993,66th,Best Picture,no
Wendy,Finerman,Forrest Gump,1994,67th,Best Picture,yes
Steve,Tisch,Forrest Gump,1994,67th,Best Picture,yes
Steve,Starkey,Forrest Gump,1994,67th,Best Picture,yes
Duncan,Kenworthy,Four Weddings and a Funeral,1994,67th,Best Picture,no
Lawrence,Bender,Pulp Fiction,1994,67th,Best Picture,no
Michael,Jacobs,Quiz Show,1994,67th,Best Picture,no
Julian,Krainin,Quiz Show,1994,67th,Best Picture,no
Michael,Nozik,Quiz Show,1994,67th,Best Picture,no
Robert,Redford,Quiz Show,1994,67th,Best Picture,no
