firstName,lastName,movieTitle,releaseYear
Warren,Low,"Come Back, Little Sheba",1952
William,Austin,Flat Top,1952
Anne,Bauchens,The Greatest Show on Earth,1952
Ralph,Kemplen,Moulin Rouge,1952
William,A. Lyon,From Here to Eternity,1953
Irvine,"""Cotton"" Warburton",Crazylegs,1953
Otto,Ludwig,The Moon Is Blue,1953
Robert,Swink,Roman Holiday,1953
Everett,Douglas,The War of the Worlds,1953
Gene,Milford,On the Waterfront,1954
Elmo,Williams,"20,000 Leagues Under the Sea",1954
William,A. Lyon,The Caine Mutiny,1954
Henry,Batista,The Caine Mutiny,1954
Ralph,Dawson,The High and the Mighty,1954
Ralph,E. Winters,Seven Brides for Seven Brothers,1954
Charles,Nelson,Picnic,1955
William,A. Lyon,Picnic,1955
Ferris,Webster,Blackboard Jungle,1955
Alma,Macrorie,The Bridges at Toko-Ri,1955
Gene,Ruggiero,Oklahoma!,1955
George,Boemler,Oklahoma!,1955
Warren,Low,The Rose Tattoo,1955
Gene,Ruggiero,Around the World in 80 Days,1956
Paul,Weatherwax,Around the World in 80 Days,1956
Merrill,G. White,The Brave One,1956
William,Hornbeck,Giant,1956
Philip,W. Anderson,Giant,1956
Fred,Bohanan,Giant,1956
Albert,Akst,Somebody Up There Likes Me,1956
Anne,Bauchens,The Ten Commandments,1956
Peter,Taylor,The Bridge on the River Kwai,1957
Warren,Low,Gunfight at the O.K. Corral,1957
Viola,Lawrence,Pal Joey,1957
Jerome,Thoms,Pal Joey,1957
Arthur,P. Schmidt,Sayonara,1957
Philip,W. Anderson,Sayonara,1957
Daniel,Mandell,Witness for the Prosecution,1957
Adrienne,Fazan,Gigi,1958
William,H. Ziegler,Auntie Mame,1958
William,A. Lyon,Cowboy,1958
Al,Clark,Cowboy,1958
Frederic,Knudtson,The Defiant Ones,1958
William,Hornbeck,I Want to Live!,1958
Ralph,E. Winters,Ben-Hur,1959
John,D. Dunning,Ben-Hur,1959
Louis,R. Loeffler,Anatomy of a Murder,1959
George,Tomasini,North by Northwest,1959
Walter,Thompson,The Nun's Story,1959
Frederic,Knudtson,On the Beach,1959
Daniel,Mandell,The Apartment,1960
Stuart,Gilmore,The Alamo,1960
Frederic,Knudtson,Inherit the Wind,1960
Viola,Lawrence,Pepe,1960
Al,Clark,Pepe,1960
Robert,Lawrence,Spartacus,1960
Thomas,Stanford,West Side Story,1961
William,H. Reynolds,Fanny,1961
Alan,Osbiston,The Guns of Navarone,1961
Frederic,Knudtson,Judgment at Nuremberg,1961
Philip,W. Anderson,The Parent Trap,1961
Anne,V. Coates,Lawrence of Arabia,1962
Samuel,E. Beetley,The Longest Day,1962
Ferris,Webster,The Manchurian Candidate,1962
William,H. Ziegler,The Music Man,1962
John,McSweeney Jr.,Mutiny on the Bounty,1962
Harold,F. Kress,How the West Was Won,1963
Louis,R. Loeffler,The Cardinal,1963
Dorothy,Spencer,Cleopatra,1963
Ferris,Webster,The Great Escape,1963
Frederic,Knudtson,"It's a Mad, Mad, Mad, Mad World",1963
posthumously,,"It's a Mad, Mad, Mad, Mad World",1963
Robert,C. Jones,"It's a Mad, Mad, Mad, Mad World",1963
Gene,Fowler Jr.,"It's a Mad, Mad, Mad, Mad World",1963
Cotton,Warburton,Mary Poppins,1964
Anne,V. Coates,Becket,1964
Ted,J. Kent,Father Goose,1964
Michael,Luciano,"Hush...Hush, Sweet Charlotte",1964
William,H. Ziegler,My Fair Lady,1964
William,H. Reynolds,The Sound of Music,1965
Charles,Nelson,Cat Ballou,1965
Norman,Savage,Doctor Zhivago,1965
Michael,Luciano,The Flight of the Phoenix,1965
Ralph,E. Winters,The Great Race,1965
Fredric,Steinkamp,Grand Prix,1966
Henry,Berman,Grand Prix,1966
Stewart,Linder,Grand Prix,1966
Frank,Santillo,Grand Prix,1966
William,B. Murphy,Fantastic Voyage,1966
Hal,Ashby,"The Russians Are Coming, the Russians Are Coming",1966
J.,Terry Williams,"The Russians Are Coming, the Russians Are Coming",1966
William,H. Reynolds,The Sand Pebbles,1966
Sam,O'Steen,Who's Afraid of Virginia Woolf?,1966
Hal,Ashby,In the Heat of the Night,1967
Frank,P. Keller,Beach Red,1967
Michael,Luciano,The Dirty Dozen,1967
Samuel,E. Beetley,Doctor Dolittle,1967
Marjorie,Fowler,Doctor Dolittle,1967
Robert,C. Jones,Guess Who's Coming to Dinner,1967
Frank,P. Keller,Bullitt,1968
Robert,Swink,Funny Girl,1968
Maury,Winetrobe,Funny Girl,1968
William,Sands,Funny Girl,1968
Frank,Bracht,The Odd Couple,1968
Ralph,Kemplen,Oliver!,1968
Fred,R. Feitshans Jr.,Wild in the Streets,1968
Eve,Newman,Wild in the Streets,1968
Françoise,Bonnot,Z,1969
William,H. Reynolds,"Hello, Dolly!",1969
Hugh,A. Robertson,Midnight Cowboy,1969
William,A. Lyon,The Secret of Santa Vittoria,1969
Earle,Herdan,The Secret of Santa Vittoria,1969
Fredric,Steinkamp,"They Shoot Horses, Don't They?",1969
Hugh,S. Fowler,Patton,1970
Stuart,Gilmore,Airport,1970
Danford,B. Greene,M*A*S*H,1970
James,E. Newcom,Tora! Tora! Tora!,1970
Pembroke,J. Herring,Tora! Tora! Tora!,1970
Inoue,Chikaya,Tora! Tora! Tora!,1970
Thelma,Schoonmaker,Woodstock,1970
Gerald,B. Greenberg,The French Connection,1971
Stuart,Gilmore,The Andromeda Strain,1971
posthumously,,The Andromeda Strain,1971
John,W. Holmes,The Andromeda Strain,1971
Bill,Butler,A Clockwork Orange,1971
Ralph,E. Winters,Kotch,1971
Folmar,Blangsted,Summer of '42,1971
David,Bretherton,Cabaret,1972
Tom,Priestley,Deliverance,1972
William,H. Reynolds,The Godfather,1972
Peter,Zinner,The Godfather,1972
Frank,P. Keller,The Hot Rock,1972
Fred,W. Berger,The Hot Rock,1972
Harold,F. Kress,The Poseidon Adventure,1972
William,H. Reynolds,The Sting,1973
Verna,Fields,American Graffiti,1973
Marcia,Lucas,American Graffiti,1973
Ralph,Kemplen,The Day of the Jackal,1973
Jordan,Leondopoulos,The Exorcist,1973
Bud,S. Smith,The Exorcist,1973
Evan,A. Lottman,The Exorcist,1973
Frank,P. Keller,Jonathan Livingston Seagull,1973
James,Galloway,Jonathan Livingston Seagull,1973
Harold,F. Kress,The Towering Inferno,1974
Carl,Kress,The Towering Inferno,1974
John,C. Howard,Blazing Saddles,1974
Danford,B. Greene,Blazing Saddles,1974
Sam,O'Steen,Chinatown,1974
Dorothy,Spencer,Earthquake,1974
Michael,Luciano,The Longest Yard,1974
Verna,Fields,Jaws,1975
Dede,Allen,Dog Day Afternoon,1975
Russell,Lloyd,The Man Who Would Be King,1975
Richard,Chew,One Flew Over the Cuckoo's Nest,1975
Lynzee,Klingman,One Flew Over the Cuckoo's Nest,1975
Sheldon,Kahn,One Flew Over the Cuckoo's Nest,1975
Fredric,Steinkamp,Three Days of the Condor,1975
Don,Guidice,Three Days of the Condor,1975
Richard,Halsey,Rocky,1976
Scott,Conrad,Rocky,1976
Robert,L. Wolfe,All the President's Men,1976
Robert,C. Jones,Bound for Glory,1976
Pembroke,J. Herring,Bound for Glory,1976
Alan,Heim,Network,1976
Eve,Newman,Two-Minute Warning,1976
Walter,Hannemann,Two-Minute Warning,1976
Paul,Hirsch,Star Wars,1977
Marcia,Lucas,Star Wars,1977
Richard,Chew,Star Wars,1977
Michael,Kahn,Close Encounters of the Third Kind,1977
Walter,Murch,Julia,1977
Walter,Hannemann,Smokey and the Bandit,1977
Angelo,Ross,Smokey and the Bandit,1977
William,H. Reynolds,The Turning Point,1977
Peter,Zinner,The Deer Hunter,1978
Robert,E. Swink,The Boys from Brazil,1978
Don,Zimmerman,Coming Home,1978
Gerry,Hambling,Midnight Express,1978
Stuart,Baird,Superman,1978
Alan,Heim,All That Jazz,1979
Richard,Marks,Apocalypse Now,1979
Walter,Murch,Apocalypse Now,1979
Gerald,B. Greenberg,Apocalypse Now,1979
Lisa,Fruchtman,Apocalypse Now,1979
Robert,Dalva,The Black Stallion,1979
Gerald,B. Greenberg,Kramer vs. Kramer,1979
Robert,L. Wolfe,The Rose,1979
Carroll,Timothy O'Meara,The Rose,1979
Thelma,Schoonmaker,Raging Bull,1980
Arthur,Schmidt,Coal Miner's Daughter,1980
David,Blewitt,The Competition,1980
Anne,V. Coates,The Elephant Man,1980
Gerry,Hambling,Fame,1980
Michael,Kahn,Raiders of the Lost Ark,1981
Terry,Rawlings,Chariots of Fire,1981
John,Bloom,The French Lieutenant's Woman,1981
Robert,L. Wolfe,On Golden Pond,1981
posthumously,,On Golden Pond,1981
Dede,Allen,Reds,1981
Craig,McKay,Reds,1981
John,Bloom,Gandhi,1982
Hannes,Nikel,Das Boot,1982
Carol,Littleton,E.T. the Extra-Terrestrial,1982
Peter,Zinner,An Officer and a Gentleman,1982
Fredric,Steinkamp,Tootsie,1982
William,Steinkamp,Tootsie,1982
Glenn,Farr,The Right Stuff,1983
Lisa,Fruchtman,The Right Stuff,1983
Stephen,A. Rotter,The Right Stuff,1983
Douglas,Stewart,The Right Stuff,1983
Tom,Rolf,The Right Stuff,1983
Frank,Morriss,Blue Thunder,1983
Edward,M. Abroms,Blue Thunder,1983
Bud,S. Smith,Flashdance,1983
Walt,Mulconery,Flashdance,1983
Sam,O'Steen,Silkwood,1983
Richard,Marks,Terms of Endearment,1983
Jim,Clark,The Killing Fields,1984
Nena,Danevic,Amadeus,1984
Michael,Chandler,Amadeus,1984
Barry,Malkin,The Cotton Club,1984
Robert,Q. Lovett,The Cotton Club,1984
David,Lean,A Passage to India,1984
Donn,Cambern,Romancing the Stone,1984
Frank,Morriss,Romancing the Stone,1984
Thom,Noble,Witness,1985
John,Bloom,A Chorus Line,1985
Fredric,Steinkamp,Out of Africa,1985
William,Steinkamp,Out of Africa,1985
Pembroke,J. Herring,Out of Africa,1985
Sheldon,Kahn,Out of Africa,1985
Rudi,Fehr,Prizzi's Honor,1985
Kaja,Fehr,Prizzi's Honor,1985
Henry,Richardson,Runaway Train,1985
Claire,Simpson,Platoon,1986
Ray,Lovejoy,Aliens,1986
Susan,E. Morse,Hannah and Her Sisters,1986
Jim,Clark,The Mission,1986
Billy,Weber,Top Gun,1986
Chris,Lebenzon,Top Gun,1986
Gabriella,Cristiani,The Last Emperor,1987
Richard,Marks,Broadcast News,1987
Michael,Kahn,Empire of the Sun,1987
Michael,Kahn,Fatal Attraction,1987
Peter,E. Berger,Fatal Attraction,1987
Frank,J. Urioste,RoboCop,1987
Arthur,Schmidt,Who Framed Roger Rabbit,1988
Frank,J. Urioste,Die Hard,1988
John,F. Link,Die Hard,1988
Stuart,Baird,Gorillas in the Mist,1988
Gerry,Hambling,Mississippi Burning,1988
Stu,Linder,Rain Man,1988
David,Brenner,Born on the Fourth of July,1989
Joe,Hutshing,Born on the Fourth of July,1989
Noëlle,Boisson,The Bear,1989
Mark,Warner,Driving Miss Daisy,1989
William,Steinkamp,The Fabulous Baker Boys,1989
Steven,Rosenblum,Glory,1989
Neil,Travis,Dances with Wolves,1990
Walter,Murch,Ghost,1990
Barry,Malkin,The Godfather Part III,1990
Lisa,Fruchtman,The Godfather Part III,1990
Walter,Murch,The Godfather Part III,1990
Thelma,Schoonmaker,Goodfellas,1990
Dennis,Virkler,The Hunt for Red October,1990
John,Wright,The Hunt for Red October,1990
Joe,Hutshing,JFK,1991
Pietro,Scalia,JFK,1991
Gerry,Hambling,The Commitments,1991
Craig,McKay,The Silence of the Lambs,1991
Conrad,Buff,Terminator 2: Judgment Day,1991
Mark,Goldblatt,Terminator 2: Judgment Day,1991
Richard,A. Harris,Terminator 2: Judgment Day,1991
Thom,Noble,Thelma & Louise,1991
Joel,Cox,Unforgiven,1992
Frank,J. Urioste,Basic Instinct,1992
Kant,Pan,The Crying Game,1992
Robert,Leighton,A Few Good Men,1992
Geraldine,Peroni,The Player,1992
Michael,Kahn,Schindler's List,1993
Dennis,Virkler,The Fugitive,1993
David,Finfer,The Fugitive,1993
Dean,Goodhill,The Fugitive,1993
Don,Brochu,The Fugitive,1993
Richard,Nord,The Fugitive,1993
Dov,Hoenig,The Fugitive,1993
Anne,V. Coates,In the Line of Fire,1993
Gerry,Hambling,In the Name of the Father,1993
Veronika,Jenet,The Piano,1993
Arthur,Schmidt,Forrest Gump,1994
Frederick,Marx,Hoop Dreams,1994
Steve,James,Hoop Dreams,1994
Sally,Menke,Pulp Fiction,1994
Richard,Francis-Bruce,The Shawshank Redemption,1994
John,Wright,Speed,1994
Mike,Hill,Apollo 13,1995
Daniel,P. Hanley,Apollo 13,1995
Marcus,D'Arcy,Babe,1995
Jay,Friedkin,Babe,1995
Steven,Rosenblum,Braveheart,1995
Chris,Lebenzon,Crimson Tide,1995
Richard,Francis-Bruce,Seven,1995
Walter,Murch,The English Patient,1996
Gerry,Hambling,Evita,1996
Roderick,Jaynes,Fargo,1996
Joe,Hutshing,Jerry Maguire,1996
Pip,Karmel,Shine,1996
Conrad,Buff,Titanic,1997
James,Cameron,Titanic,1997
Richard,A. Harris,Titanic,1997
Richard,Francis-Bruce,Air Force One,1997
Richard,Marks,As Good as It Gets,1997
Pietro,Scalia,Good Will Hunting,1997
Peter,Honess,L.A. Confidential,1997
Michael,Kahn,Saving Private Ryan,1998
Simona,Paggi,Life Is Beautiful,1998
Anne,V. Coates,Out of Sight,1998
David,Gamble,Shakespeare in Love,1998
Billy,Weber,The Thin Red Line,1998
Leslie,Jones,The Thin Red Line,1998
Saar,Klein,The Thin Red Line,1998
Zach,Staenberg,The Matrix,1999
Tariq,Anwar,American Beauty,1999
Christopher,Greenbury,American Beauty,1999
Lisa,Zeno Churgin,The Cider House Rules,1999
William,Goldenberg,The Insider,1999
Paul,Rubell,The Insider,1999
David,Rosenbloom,The Insider,1999
Andrew,Mondshein,The Sixth Sense,1999
Stephen,Mirrione,Traffic,2000
Joe,Hutshing,Almost Famous,2000
Saar,Klein,Almost Famous,2000
Tim,Squyres,"Crouching Tiger, Hidden Dragon",2000
Pietro,Scalia,Gladiator,2000
Dede,Allen,Wonder Boys,2000
Pietro,Scalia,Black Hawk Down,2001
Mike,Hill,A Beautiful Mind,2001
Daniel,P. Hanley,A Beautiful Mind,2001
John,Gilbert,The Lord of the Rings: The Fellowship of the Ring,2001
Dody,Dorn,Memento,2001
Jill,Bilcock,Moulin Rouge!,2001
Martin,Walsh,Chicago,2002
Thelma,Schoonmaker,Gangs of New York,2002
Peter,Boyle,The Hours,2002
Michael,Horton,The Lord of the Rings: The Two Towers,2002
Hervé,de Luze,The Pianist,2002
Jamie,Selkirk,The Lord of the Rings: The Return of the King,2003
Daniel,Rezende,City of God,2003
Walter,Murch,Cold Mountain,2003
Lee,Smith,Master and Commander: The Far Side of the World,2003
William,Goldenberg,Seabiscuit,2003
Thelma,Schoonmaker,The Aviator,2004
Jim,Miller,Collateral,2004
Paul,Rubell,Collateral,2004
Matt,Chessé,Finding Neverland,2004
Joel,Cox,Million Dollar Baby,2004
Paul,Hirsch,Ray,2004
Hughes,Winborne,Crash,2005
Mike,Hill,Cinderella Man,2005
Dan,Hanley,Cinderella Man,2005
Claire,Simpson,The Constant Gardener,2005
Michael,Kahn,Munich,2005
Michael,McCusker,Walk the Line,2005
Thelma,Schoonmaker,The Departed,2006
Douglas,Crise,Babel,2006
Stephen,Mirrione,Babel,2006
Steven,Rosenblum,Blood Diamond,2006
Alfonso,Cuarón,Children of Men,2006
Alex,Rodríguez,Children of Men,2006
Clare,Douglas,United 93,2006
Richard,Pearson,United 93,2006
Christopher,Rouse,United 93,2006
Christopher,Rouse,The Bourne Ultimatum,2007
Juliette,Welfling,The Diving Bell and the Butterfly,2007
Jay,Cassidy,Into the Wild,2007
Roderick,Jaynes,No Country for Old Men,2007
Dylan,Tichenor,There Will Be Blood,2007
Chris,Dickens,Slumdog Millionaire,2008
Kirk,Baxter,The Curious Case of Benjamin Button,2008
Angus,Wall,The Curious Case of Benjamin Button,2008
Lee,Smith,The Dark Knight,2008
Mike,Hill,Frost/Nixon,2008
Dan,Hanley,Frost/Nixon,2008
Elliot,Graham,Milk,2008
Bob,Murawski,The Hurt Locker,2009
Chris,Innis,The Hurt Locker,2009
Stephen,Rivkin,Avatar,2009
John,Refoua,Avatar,2009
James,Cameron,Avatar,2009
Julian,Clarke,District 9,2009
Sally,Menke,Inglourious Basterds,2009
Joe,Klotz,Precious: Based on the Novel 'Push' by Sapphire,2009
Angus,Wall,The Social Network,2010
Kirk,Baxter,The Social Network,2010
Jon,Harris,127 Hours,2010
Andrew,Weisblum,Black Swan,2010
Pamela,Martin,The Fighter,2010
Tariq,Anwar,The King's Speech,2010
Kirk,Baxter,The Girl with the Dragon Tattoo,2011
Angus,Wall,The Girl with the Dragon Tattoo,2011
Anne-Sophie,Bion,The Artist,2011
Michel,Hazanavicius,The Artist,2011
Kevin,Tent,The Descendants,2011
Thelma,Schoonmaker,Hugo,2011
Christopher,Tellefsen,Moneyball,2011
William,Goldenberg,Argo,2012
Tim,Squyres,Life of Pi,2012
Michael,Kahn,Lincoln,2012
Jay,Cassidy,Silver Linings Playbook,2012
Crispin,Struthers,Silver Linings Playbook,2012
Dylan,Tichenor,Zero Dark Thirty,2012
William,Goldenberg,Zero Dark Thirty,2012
Alfonso,Cuarón,Gravity,2013
Mark,Sanger,Gravity,2013
Joe,Walker,12 Years a Slave,2013
Jay,Cassidy,American Hustle,2013
Crispin,Struthers,American Hustle,2013
Alan,Baumgarten,American Hustle,2013
Christopher,Rouse,Captain Phillips,2013
John,Mac McMurphy,Dallas Buyers Club,2013
Martin,Pensa,Dallas Buyers Club,2013
Tom,Cross,Whiplash,2014
Joel,Cox,American Sniper,2014
Gary,D. Roach,American Sniper,2014
Sandra,Adair,Boyhood,2014
Barney,Pilling,The Grand Budapest Hotel,2014
William,Goldenberg,The Imitation Game,2014
Margaret,Sixel,Mad Max: Fury Road,2015
Hank,Corwin,The Big Short,2015
Stephen,Mirrione,The Revenant,2015
Tom,McArdle,Spotlight,2015
Maryann,Brandon,Star Wars: The Force Awakens,2015
Mary,Jo Markey,Star Wars: The Force Awakens,2015
John,Gilbert,Hacksaw Ridge,2016
Joe,Walker,Arrival,2016
Jake,Roberts,Hell or High Water,2016
Tom,Cross,La La Land,2016
Nat,Sanders,Moonlight,2016
Joi,McMillon,Moonlight,2016
Lee,Smith,Dunkirk,2017
Paul,Machliss,Baby Driver,2017
Jonathan,Amos,Baby Driver,2017
Tatiana,S. Riegel,"I, Tonya",2017
Sidney,Wolinsky,The Shape of Water,2017
Jon,Gregory,"Three Billboards Outside Ebbing, Missouri",2017
John,Ottman,Bohemian Rhapsody,2018
Barry,Alexander Brown,BlacKkKlansman,2018
Yorgos,Mavropsaridis,The Favourite,2018
Hank,Corwin,Vice,2018
Michael,McCusker,Ford v Ferrari,2019
Andrew,Buckland,Ford v Ferrari,2019
Thelma,Schoonmaker,The Irishman,2019
Tom,Eagles,Jojo Rabbit,2019
Jeff,Groth,Joker,2019
Yang,Jin-mo,Parasite,2019
Mikkel,E. G. Nielsen,Sound of Metal,2020
Yorgos,Lamprinos,The Father,2020
Chloé,Zhao,Nomadland,2020
Frédéric,Thoraval,Promising Young Woman,2020
Alan,Baumgarten,The Trial of the Chicago 7,2020
Joe,Walker,Dune,2021
Hank,Corwin,Don't Look Up,2021
Pamela,Martin,King Richard,2021
Peter,Sciberras,The Power of the Dog,2021
Myron,Kerstein,"tick, tick... BOOM!",2021
Andrew,Weisblum,"tick, tick... BOOM!",2021
Paul,Rogers,Everything Everywhere All at Once,2022
Mikkel,E. G. Nielsen,The Banshees of Inisherin,2022
Matt,Villa,Elvis,2022
Jonathan,Redmond,Elvis,2022
Monika,Willi,Tár,2022
Eddie,Hamilton,Top Gun: Maverick,2022
Jennifer,Lame,Oppenheimer,2023
Laurent,Sénéchal,Anatomy of a Fall,2023
Kevin,Tent,The Holdovers,2023
Thelma,Schoonmaker,Killers of the Flower Moon,2023
Yorgos,Mavropsaridis,Poor Things,2023
Sean,Baker,Anora,2024
Dávid,Jancsó,The Brutalist,2024
Nick,Emerson,Conclave,2024
Juliette,Welfling,Emilia Pérez,2024
Myron,Kerstein,Wicked,2024
[14],,Bonnie and Clyde,1967
[15],,The Fixer,1968
[16],,Anne of the Thousand Days,1969
[17],,Catch-22,1970
[18],,Carnal Knowledge,1971
[19],,Avanti!,1972
[20],,The Iceman Cometh,1973
[21],,For Pete's Sake,1974
[22],,Funny Lady,1975
[23],,King Kong,1976
[24],,Black Sunday,1977
[25],,The Brink's Job,1978
[13],,The China Syndrome,1979
