firstName,lastName,movieTitle,releaseYear,categoryName,iteration,isWinner
Gus,Kahn,Spring Parade,1940,Best Original Song,13th,no
Roger,Edens,Strike Up the Band,1940,Best Original Song,13th,no
Arthur,Freed,Strike Up the Band,1940,Best Original Song,13th,no
Jimmy,McHugh,You'll Find Out,1940,Best Original Song,13th,no
Johnny,Mercer,You'll Find Out,1940,Best Original Song,13th,no
Jerome,Kern,Lady Be Good,1941,Best Original Song,14th,yes
Oscar,Hammerstein II,Lady Be Good,1941,Best Original Song,14th,yes
Harold,Arlen,Blues in the Night,1941,Best Original Song,14th,no
Johnny,Mercer,Blues in the Night,1941,Best Original Song,14th,no
Hughie,Prince,Buck Privates,1941,Best Original Song,14th,no
Don,Raye,Buck Privates,1941,Best Original Song,14th,no
Frank,Churchill,Dumbo,1941,Best Original Song,14th,no
Ned,Washington,Dumbo,1941,Best Original Song,14th,no
Louis,Alter,Las Vegas Nights,1941,Best Original Song,14th,no
Frank,Loesser,Las Vegas Nights,1941,Best Original Song,14th,no
Gene,Autry,Ridin' on a Rainbow,1941,Best Original Song,14th,no
Fred,Rose,Ridin' on a Rainbow,1941,Best Original Song,14th,no
Harry,Warren,Sun Valley Serenade,1941,Best Original Song,14th,no
Mack,Gordon,Sun Valley Serenade,1941,Best Original Song,14th,no
Cole,Porter,You'll Never Get Rich,1941,Best Original Song,14th,no
Irving,Berlin,Holiday Inn,1942,Best Original Song,15th,yes
Ernesto,Lecuona,Always in My Heart,1942,Best Original Song,15th,no
Kim,Gannon,Always in My Heart,1942,Best Original Song,15th,no
Burton,Lane,Babes on Broadway,1942,Best Original Song,15th,no
Ralph,Freed,Babes on Broadway,1942,Best Original Song,15th,no
Frank,Churchill,Bambi,1942,Best Original Song,15th,no
Larry,Morey,Bambi,1942,Best Original Song,15th,no
Edward,Ward,Flying with Music,1942,Best Original Song,15th,no
Chet,Forrest,Flying with Music,1942,Best Original Song,15th,no
Bob,Wright,Flying with Music,1942,Best Original Song,15th,no
Gene,de Paul,Hellzapoppin',1942,Best Original Song,15th,no
Don,Raye,Hellzapoppin',1942,Best Original Song,15th,no
Harry,Revel,The Mayor of 44th Street,1942,Best Original Song,15th,no
Harry,Warren,Orchestra Wives,1942,Best Original Song,15th,no
Mack,Gordon,Orchestra Wives,1942,Best Original Song,15th,no
Jerome,Kern,You Were Never Lovelier,1942,Best Original Song,15th,no
Johnny,Mercer,You Were Never Lovelier,1942,Best Original Song,15th,no
Jule,Styne,Youth on Parade,1942,Best Original Song,15th,no
Sammy,Cahn,Youth on Parade,1942,Best Original Song,15th,no
Harry,Warren,"Hello, Frisco, Hello",1943,Best Original Song,16th,yes
Mack,Gordon,"Hello, Frisco, Hello",1943,Best Original Song,16th,yes
Harold,Arlen,Cabin in the Sky,1943,Best Original Song,16th,no
Yip,Harburg,Cabin in the Sky,1943,Best Original Song,16th,no
Jimmy,McHugh,Hers to Hold,1943,Best Original Song,16th,no
Herb,Magidson,Hers to Hold,1943,Best Original Song,16th,no
Jule,Styne,Hit Parade of 1943,1943,Best Original Song,16th,no
Harold,Adamson,Hit Parade of 1943,1943,Best Original Song,16th,no
Charles,Wolcott,Saludos Amigos,1943,Best Original Song,16th,no
Ned,Washington,Saludos Amigos,1943,Best Original Song,16th,no
Johnny,Mercer,The Sky's the Limit,1943,Best Original Song,16th,no
Cole,Porter,Something to Shout About,1943,Best Original Song,16th,no
James,V. Monaco,Stage Door Canteen,1943,Best Original Song,16th,no
Al,Dubin,Stage Door Canteen,1943,Best Original Song,16th,no
Harold,Arlen,Star Spangled Rhythm,1943,Best Original Song,16th,no
Johnny,Mercer,Star Spangled Rhythm,1943,Best Original Song,16th,no
Arthur,Schwartz,Thank Your Lucky Stars,1943,Best Original Song,16th,no
Frank,Loesser,Thank Your Lucky Stars,1943,Best Original Song,16th,no
Jimmy,Van Heusen,Going My Way,1944,Best Original Song,17th,yes
Johnny,Burke,Going My Way,1944,Best Original Song,17th,yes
Ary,Barroso,Brazil,1944,Best Original Song,17th,no
Ned,Washington,Brazil,1944,Best Original Song,17th,no
Jerome,Kern,Cover Girl,1944,Best Original Song,17th,no
Ira,Gershwin,Cover Girl,1944,Best Original Song,17th,no
Jule,Styne,Follow the Boys,1944,Best Original Song,17th,no
Sammy,Cahn,Follow the Boys,1944,Best Original Song,17th,no
Jimmy,McHugh,Higher and Higher,1944,Best Original Song,17th,no
Harold,Adamson,Higher and Higher,1944,Best Original Song,17th,no
Ted,Koehler,Hollywood Canteen,1944,Best Original Song,17th,no
Lew,Pollack,"Lady, Let's Dance",1944,Best Original Song,17th,no
Ralph,Blane,Meet Me in St. Louis,1944,Best Original Song,17th,no
Hugh,Martin,Meet Me in St. Louis,1944,Best Original Song,17th,no
Harry,Revel,Minstrel Man,1944,Best Original Song,17th,no
Paul,Francis Webster,Minstrel Man,1944,Best Original Song,17th,no
Walter,Kent,Song of the Open Road,1944,Best Original Song,17th,no
Kim,Gannon,Song of the Open Road,1944,Best Original Song,17th,no
James,V. Monaco,Sweet and Low-Down,1944,Best Original Song,17th,no
Mack,Gordon,Sweet and Low-Down,1944,Best Original Song,17th,no
Harold,Arlen,Up in Arms,1944,Best Original Song,17th,no
Ted,Koehler,Up in Arms,1944,Best Original Song,17th,no
Richard,Rodgers,State Fair,1945,Best Original Song,18th,yes
Oscar,Hammerstein II,State Fair,1945,Best Original Song,18th,yes
Jule,Styne,Anchors Aweigh,1945,Best Original Song,18th,no
Sammy,Cahn,Anchors Aweigh,1945,Best Original Song,18th,no
Jimmy,Van Heusen,Belle of the Yukon,1945,Best Original Song,18th,no
Johnny,Burke,Belle of the Yukon,1945,Best Original Song,18th,no
Jerome,Kern,Can't Help Singing,1945,Best Original Song,18th,no
Yip,Harburg,Can't Help Singing,1945,Best Original Song,18th,no
Walter,Kent,Earl Carroll Vanities,1945,Best Original Song,18th,no
Kim,Gannon,Earl Carroll Vanities,1945,Best Original Song,18th,no
Harold,Arlen,Here Come the Waves,1945,Best Original Song,18th,no
Johnny,Mercer,Here Come the Waves,1945,Best Original Song,18th,no
Victor,Young,Love Letters,1945,Best Original Song,18th,no
Edward,Heyman,Love Letters,1945,Best Original Song,18th,no
Ray,Heindorf,San Antonio,1945,Best Original Song,18th,no
Ted,Koehler,San Antonio,1945,Best Original Song,18th,no
Allie,Wrubel,Sing Your Way Home,1945,Best Original Song,18th,no
Herb,Magidson,Sing Your Way Home,1945,Best Original Song,18th,no
Ann,Ronell,The Story of G.I. Joe,1945,Best Original Song,18th,no
Jule,Styne,Tonight and Every Night,1945,Best Original Song,18th,no
Sammy,Cahn,Tonight and Every Night,1945,Best Original Song,18th,no
Jay,Livingston,Why Girls Leave Home,1945,Best Original Song,18th,no
Ray,Evans,Why Girls Leave Home,1945,Best Original Song,18th,no
David,Rose,Wonder Man,1945,Best Original Song,18th,no
Leo,Robin,Wonder Man,1945,Best Original Song,18th,no
Harry,Warren,The Harvey Girls,1946,Best Original Song,19th,yes
Johnny,Mercer,The Harvey Girls,1946,Best Original Song,19th,yes
Irving,Berlin,Blue Skies,1946,Best Original Song,19th,no
Hoagy,Carmichael,Canyon Passage,1946,Best Original Song,19th,no
Jack,Brooks,Canyon Passage,1946,Best Original Song,19th,no
Jerome,Kern,Centennial Summer,1946,Best Original Song,19th,no
Oscar,Hammerstein II,Centennial Summer,1946,Best Original Song,19th,no
James,V. Monaco,The Dolly Sisters,1946,Best Original Song,19th,no
Mack,Gordon,The Dolly Sisters,1946,Best Original Song,19th,no
Allie,Wrubel,Song of the South,1947,Best Original Song,20th,yes
Ray,Gilbert,Song of the South,1947,Best Original Song,20th,yes
Ralph,Blane,Good News,1947,Best Original Song,20th,no
Roger,Edens,Good News,1947,Best Original Song,20th,no
Hugh,Martin,Good News,1947,Best Original Song,20th,no
Josef,Myrow,Mother Wore Tights,1947,Best Original Song,20th,no
Mack,Gordon,Mother Wore Tights,1947,Best Original Song,20th,no
Frank,Loesser,The Perils of Pauline,1947,Best Original Song,20th,no
Arthur,Schwartz,"The Time, the Place and the Girl",1947,Best Original Song,20th,no
Leo,Robin,"The Time, the Place and the Girl",1947,Best Original Song,20th,no
Ray,Evans,The Paleface,1948,Best Original Song,21st,yes
Jay,Livingston,The Paleface,1948,Best Original Song,21st,yes
Harold,Arlen,Casbah,1948,Best Original Song,21st,no
Leo,Robin,Casbah,1948,Best Original Song,21st,no
Jule,Styne,Romance on the High Seas,1948,Best Original Song,21st,no
Sammy,Cahn,Romance on the High Seas,1948,Best Original Song,21st,no
Friedrich,Hollaender,That Lady in Ermine,1948,Best Original Song,21st,no
Leo,Robin,That Lady in Ermine,1948,Best Original Song,21st,no
Ramey,Idriss,Wet Blanket Policy,1948,Best Original Song,21st,no
George,Tibbles,Wet Blanket Policy,1948,Best Original Song,21st,no
Frank,Loesser,Neptune's Daughter,1949,Best Original Song,22nd,yes
Alfred,Newman,Come to the Stable,1949,Best Original Song,22nd,no
Mack,Gordon,Come to the Stable,1949,Best Original Song,22nd,no
Jule,Styne,It's a Great Feeling,1949,Best Original Song,22nd,no
Sammy,Cahn,It's a Great Feeling,1949,Best Original Song,22nd,no
Victor,Young,My Foolish Heart,1949,Best Original Song,22nd,no
Ned,Washington,My Foolish Heart,1949,Best Original Song,22nd,no
Eliot,Daniel,So Dear to My Heart,1949,Best Original Song,22nd,no
Larry,Morey,So Dear to My Heart,1949,Best Original Song,22nd,no
Ray,Evans,"Captain Carey, U.S.A.",1950,Best Original Song,23rd,yes
Jay,Livingston,"Captain Carey, U.S.A.",1950,Best Original Song,23rd,yes
Mack,David,Cinderella,1950,Best Original Song,23rd,no
Al,Hoffman,Cinderella,1950,Best Original Song,23rd,no
Jerry,Livingston,Cinderella,1950,Best Original Song,23rd,no
Hy,Heath,Singing Guns,1950,Best Original Song,23rd,no
Johnny,Lange,Singing Guns,1950,Best Original Song,23rd,no
Slug,Brodszky,The Toast of New Orleans,1950,Best Original Song,23rd,no
Sammy,Cahn,The Toast of New Orleans,1950,Best Original Song,23rd,no
Josef,Myrow,Wabash Avenue,1950,Best Original Song,23rd,no
Mack,Gordon,Wabash Avenue,1950,Best Original Song,23rd,no
Hoagy,Carmichael,Here Comes the Groom,1951,Best Original Song,24th,yes
Johnny,Mercer,Here Comes the Groom,1951,Best Original Song,24th,yes
Lionel,Newman,Golden Girl,1951,Best Original Song,24th,no
Eliot,Daniel,Golden Girl,1951,Best Original Song,24th,no
Slug,Brodszky,"Rich, Young and Pretty",1951,Best Original Song,24th,no
Sammy,Cahn,"Rich, Young and Pretty",1951,Best Original Song,24th,no
Burton,Lane,Royal Wedding,1951,Best Original Song,24th,no
Alan,Jay Lerner,Royal Wedding,1951,Best Original Song,24th,no
Bert,Kalmar,The Strip,1951,Best Original Song,24th,no
Oscar,Hammerstein II,The Strip,1951,Best Original Song,24th,no
Harry,Ruby,The Strip,1951,Best Original Song,24th,no
Dimitri,Tiomkin,High Noon,1952,Best Original Song,25th,yes
Ned,Washington,High Noon,1952,Best Original Song,25th,yes
Slug,Brodszky,Because You're Mine,1952,Best Original Song,25th,no
Sammy,Cahn,Because You're Mine,1952,Best Original Song,25th,no
Frank,Loesser,Hans Christian Andersen,1952,Best Original Song,25th,no
Harry,Warren,Just for You,1952,Best Original Song,25th,no
Leo,Robin,Just for You,1952,Best Original Song,25th,no
Jack,Brooks,Son of Paleface,1952,Best Original Song,25th,no
Sammy,Fain,Calamity Jane,1953,Best Original Song,26th,yes
Paul,Francis Webster,Calamity Jane,1953,Best Original Song,26th,yes
Harry,Warren,The Caddy,1953,Best Original Song,26th,no
Jack,Brooks,The Caddy,1953,Best Original Song,26th,no
Lester,Lee,Miss Sadie Thompson,1953,Best Original Song,26th,no
Ned,Washington,Miss Sadie Thompson,1953,Best Original Song,26th,no
Herschel,Burke Gilbert,The Moon Is Blue,1953,Best Original Song,26th,no
Sylvia,Fine,The Moon Is Blue,1953,Best Original Song,26th,no
Slug,Brodszky,Small Town Girl,1953,Best Original Song,26th,no
Leo,Robin,Small Town Girl,1953,Best Original Song,26th,no
Jule,Styne,Three Coins in the Fountain,1954,Best Original Song,27th,yes
Sammy,Cahn,Three Coins in the Fountain,1954,Best Original Song,27th,yes
Dimitri,Tiomkin,The High and the Mighty,1954,Best Original Song,27th,no
Ned,Washington,The High and the Mighty,1954,Best Original Song,27th,no
Harold,Arlen,A Star Is Born,1954,Best Original Song,27th,no
Ira,Gershwin,A Star Is Born,1954,Best Original Song,27th,no
Jack,Lawrence,Susan Slept Here,1954,Best Original Song,27th,no
Richard,Myers,Susan Slept Here,1954,Best Original Song,27th,no
Irving,Berlin,White Christmas,1954,Best Original Song,27th,no
Sammy,Fain,Love Is a Many-Splendored Thing,1955,Best Original Song,28th,yes
Paul,Francis Webster,Love Is a Many-Splendored Thing,1955,Best Original Song,28th,yes
Johnny,Mercer,Daddy Long Legs,1955,Best Original Song,28th,no
Slug,Brodszky,Love Me or Leave Me,1955,Best Original Song,28th,no
Sammy,Cahn,Love Me or Leave Me,1955,Best Original Song,28th,no
Jimmy,Van Heusen,The Tender Trap,1955,Best Original Song,28th,no
Alex,North,Unchained,1955,Best Original Song,28th,no
Hy,Zaret,Unchained,1955,Best Original Song,28th,no
Ray,Evans,The Man Who Knew Too Much,1956,Best Original Song,29th,yes
Jay,Livingston,The Man Who Knew Too Much,1956,Best Original Song,29th,yes
Dimitri,Tiomkin,Friendly Persuasion,1956,Best Original Song,29th,no
Paul,Francis Webster,Friendly Persuasion,1956,Best Original Song,29th,no
Cole,Porter,High Society,1956,Best Original Song,29th,no
Leith,Stevens,Julie,1956,Best Original Song,29th,no
Tom,Adair,Julie,1956,Best Original Song,29th,no
Victor,Young,Written on the Wind,1956,Best Original Song,29th,no
Sammy,Cahn,Written on the Wind,1956,Best Original Song,29th,no
Jimmy,Van Heusen,The Joker Is Wild,1957,Best Original Song,30th,yes
Sammy,Cahn,The Joker Is Wild,1957,Best Original Song,30th,yes
Harry,Warren,An Affair to Remember,1957,Best Original Song,30th,no
Harold,Adamson,An Affair to Remember,1957,Best Original Song,30th,no
Leo,McCarey,An Affair to Remember,1957,Best Original Song,30th,no
Sammy,Fain,April Love,1957,Best Original Song,30th,no
Paul,Francis Webster,April Love,1957,Best Original Song,30th,no
Ray,Evans,Tammy and the Bachelor,1957,Best Original Song,30th,no
Jay,Livingston,Tammy and the Bachelor,1957,Best Original Song,30th,no
Dimitri,Tiomkin,Wild Is the Wind,1957,Best Original Song,30th,no
Ned,Washington,Wild Is the Wind,1957,Best Original Song,30th,no
Frederick,Loewe,Gigi,1958,Best Original Song,31st,yes
Alan,Jay Lerner,Gigi,1958,Best Original Song,31st,yes
Sammy,Fain,A Certain Smile,1958,Best Original Song,31st,no
Paul,Francis Webster,A Certain Smile,1958,Best Original Song,31st,no
Ray,Evans,Houseboat,1958,Best Original Song,31st,no
Jay,Livingston,Houseboat,1958,Best Original Song,31st,no
Jimmy,Van Heusen,Some Came Running,1958,Best Original Song,31st,no
Sammy,Cahn,Some Came Running,1958,Best Original Song,31st,no
Jimmy,Van Heusen,A Hole in the Head,1959,Best Original Song,32nd,yes
Sammy,Cahn,A Hole in the Head,1959,Best Original Song,32nd,yes
Alfred,Newman,The Best of Everything,1959,Best Original Song,32nd,no
Sylvia,Fine,The Five Pennies,1959,Best Original Song,32nd,no
Jerry,Livingston,The Hanging Tree,1959,Best Original Song,32nd,no
Mack,David,The Hanging Tree,1959,Best Original Song,32nd,no
Dimitri,Tiomkin,The Young Land,1959,Best Original Song,32nd,no
Ned,Washington,The Young Land,1959,Best Original Song,32nd,no
Manos,Hatzidakis,Never on Sunday,1960,Best Original Song,33rd,yes
Dimitri,Tiomkin,The Alamo,1960,Best Original Song,33rd,no
Paul,Francis Webster,The Alamo,1960,Best Original Song,33rd,no
Johnny,Mercer,The Facts of Life,1960,Best Original Song,33rd,no
Jimmy,Van Heusen,High Time,1960,Best Original Song,33rd,no
Sammy,Cahn,High Time,1960,Best Original Song,33rd,no
André,Previn,Pepe,1960,Best Original Song,33rd,no
Dory,Previn,Pepe,1960,Best Original Song,33rd,no
Henry,Mancini,Breakfast at Tiffany's,1961,Best Original Song,34th,yes
Johnny,Mercer,Breakfast at Tiffany's,1961,Best Original Song,34th,yes
Mack,David,Bachelor in Paradise,1961,Best Original Song,34th,no
Miklós,Rózsa,El Cid,1961,Best Original Song,34th,no
Paul,Francis Webster,El Cid,1961,Best Original Song,34th,no
Jimmy,Van Heusen,Pocketful of Miracles,1961,Best Original Song,34th,no
Sammy,Cahn,Pocketful of Miracles,1961,Best Original Song,34th,no
Dimitri,Tiomkin,Town Without Pity,1961,Best Original Song,34th,no
Ned,Washington,Town Without Pity,1961,Best Original Song,34th,no
Henry,Mancini,Days of Wine and Roses,1962,Best Original Song,35th,yes
Johnny,Mercer,Days of Wine and Roses,1962,Best Original Song,35th,yes
Bronisław,Kaper,Mutiny on the Bounty,1962,Best Original Song,35th,no
Paul,Francis Webster,Mutiny on the Bounty,1962,Best Original Song,35th,no
Sammy,Fain,Tender Is the Night,1962,Best Original Song,35th,no
André,Previn,Two for the Seesaw,1962,Best Original Song,35th,no
Dory,Previn,Two for the Seesaw,1962,Best Original Song,35th,no
Elmer,Bernstein,Walk on the Wild Side,1962,Best Original Song,35th,no
Mack,David,Walk on the Wild Side,1962,Best Original Song,35th,no
Jimmy,Van Heusen,Papa's Delicate Condition,1963,Best Original Song,36th,yes
Sammy,Cahn,Papa's Delicate Condition,1963,Best Original Song,36th,yes
Dimitri,Tiomkin,55 Days at Peking,1963,Best Original Song,36th,no
Paul,Francis Webster,55 Days at Peking,1963,Best Original Song,36th,no
Henry,Mancini,Charade,1963,Best Original Song,36th,no
Johnny,Mercer,Charade,1963,Best Original Song,36th,no
Ernest,Gold,"It's a Mad, Mad, Mad, Mad World",1963,Best Original Song,36th,no
Mack,David,"It's a Mad, Mad, Mad, Mad World",1963,Best Original Song,36th,no
Nino,Oliviero,Mondo Cane,1963,Best Original Song,36th,no
Riz,Ortolani,Mondo Cane,1963,Best Original Song,36th,no
Norman,Newell,Mondo Cane,1963,Best Original Song,36th,no
Sherman,Brothers,Mary Poppins,1964,Best Original Song,37th,yes
Henry,Mancini,Dear Heart,1964,Best Original Song,37th,no
Ray,Evans,Dear Heart,1964,Best Original Song,37th,no
Jay,Livingston,Dear Heart,1964,Best Original Song,37th,no
De,Vol,"Hush...Hush, Sweet Charlotte",1964,Best Original Song,37th,no
Mack,David,"Hush...Hush, Sweet Charlotte",1964,Best Original Song,37th,no
Jimmy,Van Heusen,Robin and the 7 Hoods,1964,Best Original Song,37th,no
Sammy,Cahn,Robin and the 7 Hoods,1964,Best Original Song,37th,no
Johnny,Mandel,The Sandpiper,1965,Best Original Song,38th,yes
Paul,Francis Webster,The Sandpiper,1965,Best Original Song,38th,yes
Jerry,Livingston,Cat Ballou,1965,Best Original Song,38th,no
Mack,David,Cat Ballou,1965,Best Original Song,38th,no
Henry,Mancini,The Great Race,1965,Best Original Song,38th,no
Johnny,Mercer,The Great Race,1965,Best Original Song,38th,no
Michel,Legrand,The Umbrellas of Cherbourg,1965,Best Original Song,38th,no
Jacques,Demy,The Umbrellas of Cherbourg,1965,Best Original Song,38th,no
Norman,Gimbel,The Umbrellas of Cherbourg,1965,Best Original Song,38th,no
Burt,Bacharach,What's New Pussycat?,1965,Best Original Song,38th,no
Hal,David,What's New Pussycat?,1965,Best Original Song,38th,no
John,Barry,Born Free,1966,Best Original Song,39th,yes
Don,Black,Born Free,1966,Best Original Song,39th,yes
Burt,Bacharach,Alfie,1966,Best Original Song,39th,no
Hal,David,Alfie,1966,Best Original Song,39th,no
Johnny,Mandel,An American Dream,1966,Best Original Song,39th,no
Paul,Francis Webster,An American Dream,1966,Best Original Song,39th,no
Tom,Springfield,Georgy Girl,1966,Best Original Song,39th,no
Jim,Dale,Georgy Girl,1966,Best Original Song,39th,no
Elmer,Bernstein,Hawaii,1966,Best Original Song,39th,no
Mack,David,Hawaii,1966,Best Original Song,39th,no
Leslie,Bricusse,Doctor Dolittle,1967,Best Original Song,40th,yes
Quincy,Jones,Banning,1967,Best Original Song,40th,no
Bob,Russell,Banning,1967,Best Original Song,40th,no
Burt,Bacharach,Casino Royale,1967,Best Original Song,40th,no
Hal,David,Casino Royale,1967,Best Original Song,40th,no
Terry,Gilkyson,The Jungle Book,1967,Best Original Song,40th,no
Sammy,Cahn,Thoroughly Modern Millie,1967,Best Original Song,40th,no
Jimmy,Van Heusen,Thoroughly Modern Millie,1967,Best Original Song,40th,no
Michel,Legrand,The Thomas Crown Affair,1968,Best Original Song,41st,yes
Alan,Bergman,The Thomas Crown Affair,1968,Best Original Song,41st,yes
Marilyn,Bergman,The Thomas Crown Affair,1968,Best Original Song,41st,yes
Sherman,Brothers,Chitty Chitty Bang Bang,1968,Best Original Song,41st,no
Quincy,Jones,For Love of Ivy,1968,Best Original Song,41st,no
Bob,Russell,For Love of Ivy,1968,Best Original Song,41st,no
Jule,Styne,Funny Girl,1968,Best Original Song,41st,no
Bob,Merrill,Funny Girl,1968,Best Original Song,41st,no
Jimmy,Van Heusen,Star!,1968,Best Original Song,41st,no
Sammy,Cahn,Star!,1968,Best Original Song,41st,no
Burt,Bacharach,Butch Cassidy and the Sundance Kid,1969,Best Original Song,42nd,yes
Hal,David,Butch Cassidy and the Sundance Kid,1969,Best Original Song,42nd,yes
Michel,Legrand,The Happy Ending,1969,Best Original Song,42nd,no
Alan,Bergman,The Happy Ending,1969,Best Original Song,42nd,no
Marilyn,Bergman,The Happy Ending,1969,Best Original Song,42nd,no
Rod,McKuen,The Prime of Miss Jean Brodie,1969,Best Original Song,42nd,no
Fred,Karlin,The Sterile Cuckoo,1969,Best Original Song,42nd,no
Dory,Previn,The Sterile Cuckoo,1969,Best Original Song,42nd,no
Elmer,Bernstein,True Grit,1969,Best Original Song,42nd,no
Don,Black,True Grit,1969,Best Original Song,42nd,no
Fred,Karlin,Lovers and Other Strangers,1970,Best Original Song,43rd,yes
Jimmy,Griffin,Lovers and Other Strangers,1970,Best Original Song,43rd,yes
Robb,Royer,Lovers and Other Strangers,1970,Best Original Song,43rd,yes
Henry,Mancini,Darling Lili,1970,Best Original Song,43rd,no
Johnny,Mercer,Darling Lili,1970,Best Original Song,43rd,no
Riz,Ortolani,Madron,1970,Best Original Song,43rd,no
Arthur,Hamilton,Madron,1970,Best Original Song,43rd,no
Michel,Legrand,Pieces of Dreams,1970,Best Original Song,43rd,no
Alan,Bergman,Pieces of Dreams,1970,Best Original Song,43rd,no
Marilyn,Bergman,Pieces of Dreams,1970,Best Original Song,43rd,no
Leslie,Bricusse,Scrooge,1970,Best Original Song,43rd,no
Isaac,Hayes,Shaft,1971,Best Original Song,44th,yes
Sherman,Brothers,Bedknobs and Broomsticks,1971,Best Original Song,44th,no
Perry,Botkin Jr.,Bless the Beasts & Children,1971,Best Original Song,44th,no
Barry,De Vorzon,Bless the Beasts & Children,1971,Best Original Song,44th,no
Marvin,Hamlisch,Kotch,1971,Best Original Song,44th,no
Johnny,Mercer,Kotch,1971,Best Original Song,44th,no
Henry,Mancini,Sometimes a Great Notion,1971,Best Original Song,44th,no
Alan,Bergman,Sometimes a Great Notion,1971,Best Original Song,44th,no
