firstName,lastName,movieTitle,releaseYear
Peter,O'Toole,The Ruling Class,1972
Paul,Winfield,Sounder,1972
Jack,Lemmon,Save the Tiger,1973
Marlon,Brando,Last Tango in Paris,1973
Jack,Nicholson,The Last Detail,1973
Al,Pacino,Serpico,1973
Robert,Redford,The Sting,1973
Art,Carney,Harry and Tonto,1974
Albert,Finney,Murder on the Orient Express,1974
Dustin,Hoffman,Lenny,1974
Jack,Nicholson,Chinatown,1974
Al,Pacino,The Godfather Part II,1974
Jack,Nicholson,One Flew Over the Cuckoo's Nest,1975
Walter,Matthau,The Sunshine Boys,1975
Al,Pacino,Dog Day Afternoon,1975
Maximilian,Schell,The Man in the Glass Booth,1975
James,Whitmore,"Give 'em Hell, Harry!",1975
Peter,Finch,Network,1976
Robert,De Niro,Taxi Driver,1976
Giancarlo,Giannini,Seven Beauties,1976
William,Holden,Network,1976
Sylvester,Stallone,Rocky,1976
Richard,Dreyfuss,The Goodbye Girl,1977
Woody,Allen,Annie Hall,1977
Richard,Burton,Equus,1977
Marcello,Mastroianni,A Special Day,1977
John,Travolta,Saturday Night Fever,1977
Jon,Voight,Coming Home,1978
Warren,Beatty,Heaven Can Wait,1978
Gary,Busey,The Buddy Holly Story,1978
Robert,De Niro,The Deer Hunter,1978
Laurence,Olivier,The Boys from Brazil,1978
Dustin,Hoffman,Kramer vs. Kramer,1979
Jack,Lemmon,The China Syndrome,1979
Al,Pacino,...And Justice for All,1979
Roy,Scheider,All That Jazz,1979
Peter,Sellers,Being There,1979
Robert,De Niro,Raging Bull,1980
Robert,Duvall,The Great Santini,1980
John,Hurt,The Elephant Man,1980
Jack,Lemmon,Tribute,1980
Peter,O'Toole,The Stunt Man,1980
Henry,Fonda,On Golden Pond,1981
Warren,Beatty,Reds,1981
Burt,Lancaster,Atlantic City,1981
Dudley,Moore,Arthur,1981
Paul,Newman,Absence of Malice,1981
Ben,Kingsley,Gandhi,1982
Dustin,Hoffman,Tootsie,1982
Jack,Lemmon,Missing,1982
Paul,Newman,The Verdict,1982
Peter,O'Toole,My Favorite Year,1982
Robert,Duvall,Tender Mercies,1983
Michael,Caine,Educating Rita,1983
Tom,Conti,"Reuben, Reuben",1983
Tom,Courtenay,The Dresser,1983
F.,Murray Abraham,Amadeus,1984
Jeff,Bridges,Starman,1984
Albert,Finney,Under the Volcano,1984
Tom,Hulce,Amadeus,1984
Sam,Waterston,The Killing Fields,1984
William,Hurt,Kiss of the Spider Woman,1985
Harrison,Ford,Witness,1985
James,Garner,Murphy's Romance,1985
Jack,Nicholson,Prizzi's Honor,1985
Jon,Voight,Runaway Train,1985
Paul,Newman,The Color of Money,1986
Dexter,Gordon,Round Midnight,1986
Bob,Hoskins,Mona Lisa,1986
William,Hurt,Children of a Lesser God,1986
James,Woods,Salvador,1986
Michael,Douglas,Wall Street,1987
William,Hurt,Broadcast News,1987
Marcello,Mastroianni,Dark Eyes,1987
Jack,Nicholson,Ironweed,1987
Robin,Williams,"Good Morning, Vietnam",1987
Dustin,Hoffman,Rain Man,1988
Gene,Hackman,Mississippi Burning,1988
Tom,Hanks,Big,1988
Edward,James Olmos,Stand and Deliver,1988
Max,von Sydow,Pelle the Conqueror,1988
Daniel,Day-Lewis,My Left Foot,1989
Kenneth,Branagh,Henry V,1989
Tom,Cruise,Born on the Fourth of July,1989
Morgan,Freeman,Driving Miss Daisy,1989
Robin,Williams,Dead Poets Society,1989
Jeremy,Irons,Reversal of Fortune,1990
Kevin,Costner,Dances with Wolves,1990
Robert,De Niro,Awakenings,1990
Gérard,Depardieu,Cyrano de Bergerac,1990
Richard,Harris,The Field,1990
Anthony,Hopkins,The Silence of the Lambs,1991
Warren,Beatty,Bugsy,1991
Robert,De Niro,Cape Fear,1991
Nick,Nolte,The Prince of Tides,1991
Robin,Williams,The Fisher King,1991
Al,Pacino,Scent of a Woman,1992
Robert,Downey Jr.,Chaplin,1992
Clint,Eastwood,Unforgiven,1992
Stephen,Rea,The Crying Game,1992
Denzel,Washington,Malcolm X,1992
Tom,Hanks,Philadelphia,1993
Daniel,Day-Lewis,In the Name of the Father,1993
Laurence,Fishburne,What's Love Got to Do with It,1993
Anthony,Hopkins,The Remains of the Day,1993
Liam,Neeson,Schindler's List,1993
Tom,Hanks,Forrest Gump,1994
Morgan,Freeman,The Shawshank Redemption,1994
Nigel,Hawthorne,The Madness of King George,1994
Paul,Newman,Nobody's Fool,1994
John,Travolta,Pulp Fiction,1994
Nicolas,Cage,Leaving Las Vegas,1995
Richard,Dreyfuss,Mr. Holland's Opus,1995
Anthony,Hopkins,Nixon,1995
Sean,Penn,Dead Man Walking,1995
Massimo,Troisi,Il Postino: The Postman,1995
Geoffrey,Rush,Shine,1996
Tom,Cruise,Jerry Maguire,1996
Ralph,Fiennes,The English Patient,1996
Woody,Harrelson,The People vs. Larry Flynt,1996
Billy,Bob Thornton,Sling Blade,1996
Jack,Nicholson,As Good as It Gets,1997
Matt,Damon,Good Will Hunting,1997
Robert,Duvall,The Apostle,1997
Peter,Fonda,Ulee's Gold,1997
Dustin,Hoffman,Wag the Dog,1997
Roberto,Benigni,Life Is Beautiful,1998
Tom,Hanks,Saving Private Ryan,1998
Ian,McKellen,Gods and Monsters,1998
Nick,Nolte,Affliction,1998
Edward,Norton,American History X,1998
Kevin,Spacey,American Beauty,1999
Russell,Crowe,The Insider,1999
Richard,Farnsworth,The Straight Story,1999
Sean,Penn,Sweet and Lowdown,1999
Denzel,Washington,The Hurricane,1999
Russell,Crowe,Gladiator,2000
Javier,Bardem,Before Night Falls,2000
Tom,Hanks,Cast Away,2000
Ed,Harris,Pollock,2000
Geoffrey,Rush,Quills,2000
Denzel,Washington,Training Day,2001
Russell,Crowe,A Beautiful Mind,2001
Sean,Penn,I Am Sam,2001
Will,Smith,Ali,2001
Tom,Wilkinson,In the Bedroom,2001
Adrien,Brody,The Pianist,2002
Nicolas,Cage,Adaptation.,2002
Michael,Caine,The Quiet American,2002
Daniel,Day-Lewis,Gangs of New York,2002
Jack,Nicholson,About Schmidt,2002
Sean,Penn,Mystic River,2003
Johnny,Depp,Pirates of the Caribbean: The Curse of the Black Pearl,2003
Ben,Kingsley,House of Sand and Fog,2003
Jude,Law,Cold Mountain,2003
Bill,Murray,Lost in Translation,2003
Jamie,Foxx,Ray,2004
Don,Cheadle,Hotel Rwanda,2004
Johnny,Depp,Finding Neverland,2004
Leonardo,DiCaprio,The Aviator,2004
Clint,Eastwood,Million Dollar Baby,2004
Philip,Seymour Hoffman,Capote,2005
Terrence,Howard,Hustle & Flow,2005
Heath,Ledger,Brokeback Mountain,2005
Joaquin,Phoenix,Walk the Line,2005
David,Strathairn,"Good Night, and Good Luck",2005
Forest,Whitaker,The Last King of Scotland,2006
Leonardo,DiCaprio,Blood Diamond,2006
Ryan,Gosling,Half Nelson,2006
Peter,O'Toole,Venus,2006
Will,Smith,The Pursuit of Happyness,2006
Daniel,Day-Lewis,There Will Be Blood,2007
George,Clooney,Michael Clayton,2007
Johnny,Depp,Sweeney Todd: The Demon Barber of Fleet Street,2007
Tommy,Lee Jones,In the Valley of Elah,2007
Viggo,Mortensen,Eastern Promises,2007
Sean,Penn,Milk,2008
Richard,Jenkins,The Visitor,2008
Frank,Langella,Frost/Nixon,2008
Brad,Pitt,The Curious Case of Benjamin Button,2008
Mickey,Rourke,The Wrestler,2008
Jeff,Bridges,Crazy Heart,2009
George,Clooney,Up in the Air,2009
Colin,Firth,A Single Man,2009
Morgan,Freeman,Invictus,2009
Jeremy,Renner,The Hurt Locker,2009
Colin,Firth,The King's Speech,2010
Javier,Bardem,Biutiful,2010
Jeff,Bridges,True Grit,2010
Jesse,Eisenberg,The Social Network,2010
James,Franco,127 Hours,2010
Jean,Dujardin,The Artist,2011
Demián,Bichir,A Better Life,2011
George,Clooney,The Descendants,2011
Gary,Oldman,Tinker Tailor Soldier Spy,2011
Brad,Pitt,Moneyball,2011
Daniel,Day-Lewis,Lincoln,2012
Bradley,Cooper,Silver Linings Playbook,2012
Hugh,Jackman,Les Misérables,2012
Joaquin,Phoenix,The Master,2012
Denzel,Washington,Flight,2012
Matthew,McConaughey,Dallas Buyers Club,2013
Christian,Bale,American Hustle,2013
Bruce,Dern,Nebraska,2013
Leonardo,DiCaprio,The Wolf of Wall Street,2013
Chiwetel,Ejiofor,12 Years a Slave,2013
Eddie,Redmayne,The Theory of Everything,2014
Steve,Carell,Foxcatcher,2014
Bradley,Cooper,American Sniper,2014
Benedict,Cumberbatch,The Imitation Game,2014
Michael,Keaton,Birdman,2014
Leonardo,DiCaprio,The Revenant,2015
Bryan,Cranston,Trumbo,2015
Matt,Damon,The Martian,2015
Michael,Fassbender,Steve Jobs,2015
Eddie,Redmayne,The Danish Girl,2015
Casey,Affleck,Manchester by the Sea,2016
Andrew,Garfield,Hacksaw Ridge,2016
Ryan,Gosling,La La Land,2016
Viggo,Mortensen,Captain Fantastic,2016
Denzel,Washington,Fences,2016
Gary,Oldman,Darkest Hour,2017
Timothée,Chalamet,Call Me by Your Name,2017
Daniel,Day-Lewis,Phantom Thread,2017
Daniel,Kaluuya,Get Out,2017
Denzel,Washington,"Roman J. Israel, Esq.",2017
Rami,Malek,Bohemian Rhapsody,2018
Christian,Bale,Vice,2018
Bradley,Cooper,A Star Is Born,2018
Willem,Dafoe,At Eternity's Gate,2018
Viggo,Mortensen,Green Book,2018
Joaquin,Phoenix,Joker,2019
Antonio,Banderas,Pain and Glory,2019
Leonardo,DiCaprio,Once Upon a Time in Hollywood,2019
Adam,Driver,Marriage Story,2019
Jonathan,Pryce,The Two Popes,2019
Anthony,Hopkins,The Father,2020
Riz,Ahmed,Sound of Metal,2020
Chadwick,Boseman,Ma Rainey's Black Bottom,2020
Gary,Oldman,Mank,2020
Steven,Yeun,Minari,2020
Will,Smith,King Richard,2021
Javier,Bardem,Being the Ricardos,2021
Benedict,Cumberbatch,The Power of the Dog,2021
Andrew,Garfield,"Tick, Tick... Boom!",2021
Denzel,Washington,The Tragedy of Macbeth,2021
Brendan,Fraser,The Whale,2022
Austin,Butler,Elvis,2022
Colin,Farrell,The Banshees of Inisherin,2022
Paul,Mescal,Aftersun,2022
Bill,Nighy,Living,2022
Cillian,Murphy,Oppenheimer,2023
Bradley,Cooper,Maestro,2023
Colman,Domingo,Rustin,2023
Paul,Giamatti,The Holdovers,2023
Jeffrey,Wright,American Fiction,2023
Adrien,Brody,The Brutalist,2024
Timothée,Chalamet,A Complete Unknown,2024
Colman,Domingo,Sing Sing,2024
Ralph,Fiennes,Conclave,2024
Sebastian,Stan,The Apprentice,2024
