firstName,lastName,movieTitle,releaseYear,categoryName,iteration,isWinner
Billy,Wilder,The Apartment,1960,Best Picture,33rd,yes
John,Wayne,The Alamo,1960,Best Picture,33rd,no
Bernard,Smith,Elmer Gantry,1960,Best Picture,33rd,no
Jerry,Wald,Sons and Lovers,1960,Best Picture,33rd,no
Fred,Zinnemann,The Sundowners,1960,Best Picture,33rd,no
Robert,Wise,West Side Story,1961,Best Picture,34th,yes
Joshua,Logan,Fanny,1961,Best Picture,34th,no
Carl,Foreman,The Guns of Navarone,1961,Best Picture,34th,no
Robert,Rossen,The Hustler,1961,Best Picture,34th,no
Stanley,Kramer,Judgment at Nuremberg,1961,Best Picture,34th,no
Sam,Spiegel,Lawrence of Arabia,1962,Best Picture,35th,yes
Darryl,F. Zanuck,The Longest Day,1962,Best Picture,35th,no
Morton,DaCosta,The Music Man,1962,Best Picture,35th,no
Aaron,Rosenberg,Mutiny on the Bounty,1962,Best Picture,35th,no
Alan,J. Pakula,To Kill a Mockingbird,1962,Best Picture,35th,no
Tony,Richardson,Tom Jones,1963,Best Picture,36th,yes
Elia,Kazan,America America,1963,Best Picture,36th,no
Walter,Wanger,Cleopatra,1963,Best Picture,36th,no
Bernard,Smith,How the West Was Won,1963,Best Picture,36th,no
Ralph,Nelson,Lilies of the Field,1963,Best Picture,36th,no
Jack,L. Warner,My Fair Lady,1964,Best Picture,37th,yes
Hal,B. Wallis,Becket,1964,Best Picture,37th,no
Stanley,Kubrick,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,Best Picture,37th,no
Walt,Disney,Mary Poppins,1964,Best Picture,37th,no
Bill,Walsh,Mary Poppins,1964,Best Picture,37th,no
Michael,Cacoyannis,Zorba the Greek,1964,Best Picture,37th,no
Robert,Wise,The Sound of Music,1965,Best Picture,38th,yes
Joseph,Janni,Darling,1965,Best Picture,38th,no
Carlo,Ponti,Doctor Zhivago,1965,Best Picture,38th,no
Stanley,Kramer,Ship of Fools,1965,Best Picture,38th,no
Fred,Coe,A Thousand Clowns,1965,Best Picture,38th,no
Fred,Zinnemann,A Man for All Seasons,1966,Best Picture,39th,yes
Lewis,Gilbert,Alfie,1966,Best Picture,39th,no
Norman,Jewison,"The Russians Are Coming, the Russians Are Coming",1966,Best Picture,39th,no
Robert,Wise,The Sand Pebbles,1966,Best Picture,39th,no
Ernest,Lehman,Who's Afraid of Virginia Woolf?,1966,Best Picture,39th,no
Walter,Mirisch,In the Heat of the Night,1967,Best Picture,40th,yes
Warren,Beatty,Bonnie and Clyde,1967,Best Picture,40th,no
Arthur,P. Jacobs,Doctor Dolittle,1967,Best Picture,40th,no
Lawrence,Turman,The Graduate,1967,Best Picture,40th,no
Stanley,Kramer,Guess Who's Coming to Dinner,1967,Best Picture,40th,no
John,Woolf,Oliver!,1968,Best Picture,41st,yes
Ray,Stark,Funny Girl,1968,Best Picture,41st,no
Martin,Poll,The Lion in Winter,1968,Best Picture,41st,no
Paul,Newman,"Rachel, Rachel",1968,Best Picture,41st,no
Anthony,Havelock-Allan,Romeo and Juliet,1968,Best Picture,41st,no
John,Brabourne,Romeo and Juliet,1968,Best Picture,41st,no
Jerome,Hellman,Midnight Cowboy,1969,Best Picture,42nd,yes
Hal,B. Wallis,Anne of the Thousand Days,1969,Best Picture,42nd,no
John,Foreman,Butch Cassidy and the Sundance Kid,1969,Best Picture,42nd,no
Ernest,Lehman,"Hello, Dolly!",1969,Best Picture,42nd,no
Jacques,Perrin,Z,1969,Best Picture,42nd,no
Ahmed,Rachedi,Z,1969,Best Picture,42nd,no
Frank,McCarthy,Patton,1970,Best Picture,43rd,yes
Ross,Hunter,Airport,1970,Best Picture,43rd,no
Bob,Rafelson,Five Easy Pieces,1970,Best Picture,43rd,no
Howard,G. Minsky,Love Story,1970,Best Picture,43rd,no
Ingo,Preminger,M*A*S*H,1970,Best Picture,43rd,no
Philip,D'Antoni,The French Connection,1971,Best Picture,44th,yes
Stanley,Kubrick,A Clockwork Orange,1971,Best Picture,44th,no
Norman,Jewison,Fiddler on the Roof,1971,Best Picture,44th,no
Stephen,J. Friedman,The Last Picture Show,1971,Best Picture,44th,no
Sam,Spiegel,Nicholas and Alexandra,1971,Best Picture,44th,no
Albert,S. Ruddy,The Godfather,1972,Best Picture,45th,yes
Cy,Feuer,Cabaret,1972,Best Picture,45th,no
John,Boorman,Deliverance,1972,Best Picture,45th,no
Bengt,Forslund,The Emigrants,1972,Best Picture,45th,no
Robert,B. Radnitz,Sounder,1972,Best Picture,45th,no
Tony,Bill,The Sting,1973,Best Picture,46th,yes
Michael,Phillips,The Sting,1973,Best Picture,46th,yes
Julia,Phillips,The Sting,1973,Best Picture,46th,yes
Francis,Ford Coppola,American Graffiti,1973,Best Picture,46th,no
Gary,Kurtz,American Graffiti,1973,Best Picture,46th,no
Ingmar,Bergman,Cries and Whispers,1973,Best Picture,46th,no
William,Peter Blatty,The Exorcist,1973,Best Picture,46th,no
Melvin,Frank,A Touch of Class,1973,Best Picture,46th,no
Francis,Ford Coppola,The Godfather Part II,1974,Best Picture,47th,yes
Gray,Frederickson,The Godfather Part II,1974,Best Picture,47th,yes
Fred,Roos,The Godfather Part II,1974,Best Picture,47th,yes
Robert,Evans,Chinatown,1974,Best Picture,47th,no
Francis,Ford Coppola,The Conversation,1974,Best Picture,47th,no
Marvin,Worth,Lenny,1974,Best Picture,47th,no
Irwin,Allen,The Towering Inferno,1974,Best Picture,47th,no
Michael,Douglas,One Flew Over the Cuckoo's Nest,1975,Best Picture,48th,yes
Saul,Zaentz,One Flew Over the Cuckoo's Nest,1975,Best Picture,48th,yes
Stanley,Kubrick,Barry Lyndon,1975,Best Picture,48th,no
Martin,Bregman,Dog Day Afternoon,1975,Best Picture,48th,no
Martin,Elfand,Dog Day Afternoon,1975,Best Picture,48th,no
Richard,D. Zanuck,Jaws,1975,Best Picture,48th,no
David,Brown,Jaws,1975,Best Picture,48th,no
Robert,Altman,Nashville,1975,Best Picture,48th,no
Irwin,Winkler,Rocky,1976,Best Picture,49th,yes
Robert,Chartoff,Rocky,1976,Best Picture,49th,yes
Walter,Coblenz,All the President's Men,1976,Best Picture,49th,no
Robert,F. Blumofe,Bound for Glory,1976,Best Picture,49th,no
Harold,Leventhal,Bound for Glory,1976,Best Picture,49th,no
Michael,Phillips,Taxi Driver,1976,Best Picture,49th,no
Julia,Phillips,Taxi Driver,1976,Best Picture,49th,no
Charles,H. Joffe,Annie Hall,1977,Best Picture,50th,yes
Ray,Stark,The Goodbye Girl,1977,Best Picture,50th,no
Gary,Kurtz,Star Wars,1977,Best Picture,50th,no
Herbert,Ross,The Turning Point,1977,Best Picture,50th,no
Arthur,Laurents,The Turning Point,1977,Best Picture,50th,no
Barry,Spikings,The Deer Hunter,1978,Best Picture,51st,yes
Michael,Deeley,The Deer Hunter,1978,Best Picture,51st,yes
Michael,Cimino,The Deer Hunter,1978,Best Picture,51st,yes
John,Peverall,The Deer Hunter,1978,Best Picture,51st,yes
Jerome,Hellman,Coming Home,1978,Best Picture,51st,no
Warren,Beatty,Heaven Can Wait,1978,Best Picture,51st,no
Alan,Marshall,Midnight Express,1978,Best Picture,51st,no
David,Puttnam,Midnight Express,1978,Best Picture,51st,no
Paul,Mazursky,An Unmarried Woman,1978,Best Picture,51st,no
Anthony,Ray,An Unmarried Woman,1978,Best Picture,51st,no
Stanley,R. Jaffe,Kramer vs. Kramer,1979,Best Picture,52nd,yes
Robert,Alan Aurthur,All That Jazz,1979,Best Picture,52nd,no
Francis,Ford Coppola,Apocalypse Now,1979,Best Picture,52nd,no
Fred,Roos,Apocalypse Now,1979,Best Picture,52nd,no
Peter,Yates,Breaking Away,1979,Best Picture,52nd,no
Ronald,L. Schwary,Ordinary People,1980,Best Picture,53rd,yes
Bernard,Schwartz,Coal Miner's Daughter,1980,Best Picture,53rd,no
Jonathan,Sanger,The Elephant Man,1980,Best Picture,53rd,no
Irwin,Winkler,Raging Bull,1980,Best Picture,53rd,no
Robert,Chartoff,Raging Bull,1980,Best Picture,53rd,no
Claude,Berri,Tess,1980,Best Picture,53rd,no
David,Puttnam,Chariots of Fire,1981,Best Picture,54th,yes
Denis,Héroux,Atlantic City,1981,Best Picture,54th,no
Frank,Marshall,Raiders of the Lost Ark,1981,Best Picture,54th,no
Warren,Beatty,Reds,1981,Best Picture,54th,no
Richard,Attenborough,Gandhi,1982,Best Picture,55th,yes
Steven,Spielberg,E.T. the Extra-Terrestrial,1982,Best Picture,55th,no
Kathleen,Kennedy,E.T. the Extra-Terrestrial,1982,Best Picture,55th,no
Sydney,Pollack,Tootsie,1982,Best Picture,55th,no
Dick,Richards,Tootsie,1982,Best Picture,55th,no
Richard,D. Zanuck,The Verdict,1982,Best Picture,55th,no
David,Brown,The Verdict,1982,Best Picture,55th,no
James,L. Brooks,Terms of Endearment,1983,Best Picture,56th,yes
Michael,Shamberg,The Big Chill,1983,Best Picture,56th,no
Peter,Yates,The Dresser,1983,Best Picture,56th,no
Irwin,Winkler,The Right Stuff,1983,Best Picture,56th,no
Robert,Chartoff,The Right Stuff,1983,Best Picture,56th,no
Saul,Zaentz,Amadeus,1984,Best Picture,57th,yes
David,Puttnam,The Killing Fields,1984,Best Picture,57th,no
John,Brabourne,A Passage to India,1984,Best Picture,57th,no
Richard,B. Goodwin,A Passage to India,1984,Best Picture,57th,no
Arlene,Donovan,Places in the Heart,1984,Best Picture,57th,no
Norman,Jewison,A Soldier's Story,1984,Best Picture,57th,no
Ronald,L. Schwary,A Soldier's Story,1984,Best Picture,57th,no
Sydney,Pollack,Out of Africa,1985,Best Picture,58th,yes
Steven,Spielberg,The Color Purple,1985,Best Picture,58th,no
Kathleen,Kennedy,The Color Purple,1985,Best Picture,58th,no
Frank,Marshall,The Color Purple,1985,Best Picture,58th,no
Quincy,Jones,The Color Purple,1985,Best Picture,58th,no
David,Weisman,Kiss of the Spider Woman,1985,Best Picture,58th,no
John,Foreman,Prizzi's Honor,1985,Best Picture,58th,no
Edward,S. Feldman,Witness,1985,Best Picture,58th,no
Arnold,Kopelson,Platoon,1986,Best Picture,59th,yes
Burt,Sugarman,Children of a Lesser God,1986,Best Picture,59th,no
Robert,Greenhut,Hannah and Her Sisters,1986,Best Picture,59th,no
Fernando,Ghia,The Mission,1986,Best Picture,59th,no
David,Puttnam,The Mission,1986,Best Picture,59th,no
Ismail,Merchant,A Room with a View,1986,Best Picture,59th,no
Jeremy,Thomas,The Last Emperor,1987,Best Picture,60th,yes
James,L. Brooks,Broadcast News,1987,Best Picture,60th,no
Stanley,R. Jaffe,Fatal Attraction,1987,Best Picture,60th,no
Sherry,Lansing,Fatal Attraction,1987,Best Picture,60th,no
John,Boorman,Hope and Glory,1987,Best Picture,60th,no
Norman,Jewison,Moonstruck,1987,Best Picture,60th,no
Mark,Johnson,Rain Man,1988,Best Picture,61st,yes
Lawrence,Kasdan,The Accidental Tourist,1988,Best Picture,61st,no
Charles,Okun,The Accidental Tourist,1988,Best Picture,61st,no
Norma,Heyman,Dangerous Liaisons,1988,Best Picture,61st,no
Hank,Moonjean,Dangerous Liaisons,1988,Best Picture,61st,no
Frederick,Zollo,Mississippi Burning,1988,Best Picture,61st,no
Robert,F. Colesberry,Mississippi Burning,1988,Best Picture,61st,no
Douglas,Wick,Working Girl,1988,Best Picture,61st,no
Richard,D. Zanuck,Driving Miss Daisy,1989,Best Picture,62nd,yes
Lili,Fini Zanuck,Driving Miss Daisy,1989,Best Picture,62nd,yes
A.,Kitman Ho,Born on the Fourth of July,1989,Best Picture,62nd,no
Oliver,Stone,Born on the Fourth of July,1989,Best Picture,62nd,no
Steven,Haft,Dead Poets Society,1989,Best Picture,62nd,no
Paul,Junger Witt,Dead Poets Society,1989,Best Picture,62nd,no
Tony,Thomas,Dead Poets Society,1989,Best Picture,62nd,no
Lawrence,Gordon,Field of Dreams,1989,Best Picture,62nd,no
Charles,Gordon,Field of Dreams,1989,Best Picture,62nd,no
Noel,Pearson,My Left Foot,1989,Best Picture,62nd,no
Jim,Wilson,Dances with Wolves,1990,Best Picture,63rd,yes
Kevin,Costner,Dances with Wolves,1990,Best Picture,63rd,yes
Walter,Parkes,Awakenings,1990,Best Picture,63rd,no
Lawrence,Lasker,Awakenings,1990,Best Picture,63rd,no
Francis,Ford Coppola,The Godfather Part III,1990,Best Picture,63rd,no
Irwin,Winkler,Goodfellas,1990,Best Picture,63rd,no
Edward,Saxon,The Silence of the Lambs,1991,Best Picture,64th,yes
Kenneth,Utt,The Silence of the Lambs,1991,Best Picture,64th,yes
Ron,Bozman,The Silence of the Lambs,1991,Best Picture,64th,yes
Don,Hahn,Beauty and the Beast,1991,Best Picture,64th,no
Mark,Johnson,Bugsy,1991,Best Picture,64th,no
Barry,Levinson,Bugsy,1991,Best Picture,64th,no
Warren,Beatty,Bugsy,1991,Best Picture,64th,no
A.,Kitman Ho,JFK,1991,Best Picture,64th,no
Oliver,Stone,JFK,1991,Best Picture,64th,no
Barbra,Streisand,The Prince of Tides,1991,Best Picture,64th,no
Andrew,S. Karsch,The Prince of Tides,1991,Best Picture,64th,no
Clint,Eastwood,Unforgiven,1992,Best Picture,65th,yes
Stephen,Woolley,The Crying Game,1992,Best Picture,65th,no
David,Brown,A Few Good Men,1992,Best Picture,65th,no
Rob,Reiner,A Few Good Men,1992,Best Picture,65th,no
Andrew,Scheinman,A Few Good Men,1992,Best Picture,65th,no
Ismail,Merchant,Howards End,1992,Best Picture,65th,no
Martin,Brest,Scent of a Woman,1992,Best Picture,65th,no
Steven,Spielberg,Schindler's List,1993,Best Picture,66th,yes
Gerald,R. Molen,Schindler's List,1993,Best Picture,66th,yes
Branko,Lustig,Schindler's List,1993,Best Picture,66th,yes
Arnold,Kopelson,The Fugitive,1993,Best Picture,66th,no
Jim,Sheridan,In the Name of the Father,1993,Best Picture,66th,no
Jan,Chapman,The Piano,1993,Best Picture,66th,no
Mike,Nichols,The Remains of the Day,1993,Best Picture,66th,no
John,Calley,The Remains of the Day,1993,Best Picture,66th,no
Ismail,Merchant,The Remains of the Day,1993,Best Picture,66th,no
Wendy,Finerman,Forrest Gump,1994,Best Picture,67th,yes
Steve,Tisch,Forrest Gump,1994,Best Picture,67th,yes
Steve,Starkey,Forrest Gump,1994,Best Picture,67th,yes
Duncan,Kenworthy,Four Weddings and a Funeral,1994,Best Picture,67th,no
Lawrence,Bender,Pulp Fiction,1994,Best Picture,67th,no
Michael,Jacobs,Quiz Show,1994,Best Picture,67th,no
Julian,Krainin,Quiz Show,1994,Best Picture,67th,no
Michael,Nozik,Quiz Show,1994,Best Picture,67th,no
Robert,Redford,Quiz Show,1994,Best Picture,67th,no
Niki,Marvin,The Shawshank Redemption,1994,Best Picture,67th,no
Mel,Gibson,Braveheart,1995,Best Picture,68th,yes
Alan,Ladd Jr.,Braveheart,1995,Best Picture,68th,yes
Bruce,Davey,Braveheart,1995,Best Picture,68th,yes
Brian,Grazer,Apollo 13,1995,Best Picture,68th,no
Bill,Miller,Babe,1995,Best Picture,68th,no
George,Miller,Babe,1995,Best Picture,68th,no
Doug,Mitchell,Babe,1995,Best Picture,68th,no
Mario,Cecchi Gori,The Postman (Il Postino),1995,Best Picture,68th,no
Vittorio,Cecchi Gori,The Postman (Il Postino),1995,Best Picture,68th,no
Gaetano,Daniele,The Postman (Il Postino),1995,Best Picture,68th,no
Lindsay,Doran,Sense and Sensibility,1995,Best Picture,68th,no
Saul,Zaentz,The English Patient,1996,Best Picture,69th,yes
Ethan,Coen,Fargo,1996,Best Picture,69th,no
James,L. Brooks,Jerry Maguire,1996,Best Picture,69th,no
Laurence,Mark,Jerry Maguire,1996,Best Picture,69th,no
Richard,Sakai,Jerry Maguire,1996,Best Picture,69th,no
Cameron,Crowe,Jerry Maguire,1996,Best Picture,69th,no
Simon,Channing-Williams,Secrets & Lies,1996,Best Picture,69th,no
Jane,Scott,Shine,1996,Best Picture,69th,no
James,Cameron,Titanic,1997,Best Picture,70th,yes
Jon,Landau,Titanic,1997,Best Picture,70th,yes
James,L. Brooks,As Good as It Gets,1997,Best Picture,70th,no
Kristi,Zea,As Good as It Gets,1997,Best Picture,70th,no
Uberto,Pasolini,The Full Monty,1997,Best Picture,70th,no
Lawrence,Bender,Good Will Hunting,1997,Best Picture,70th,no
Curtis,Hanson,L.A. Confidential,1997,Best Picture,70th,no
Arnon,Milchan,L.A. Confidential,1997,Best Picture,70th,no
Michael,Nathanson,L.A. Confidential,1997,Best Picture,70th,no
David,Parfitt,Shakespeare in Love,1998,Best Picture,71st,yes
Donna,Gigliotti,Shakespeare in Love,1998,Best Picture,71st,yes
Harvey,Weinstein,Shakespeare in Love,1998,Best Picture,71st,yes
Edward,Zwick,Shakespeare in Love,1998,Best Picture,71st,yes
Marc,Norman,Shakespeare in Love,1998,Best Picture,71st,yes
Alison,Owen,Elizabeth,1998,Best Picture,71st,no
Eric,Fellner,Elizabeth,1998,Best Picture,71st,no
Tim,Bevan,Elizabeth,1998,Best Picture,71st,no
Elda,Ferri,Life Is Beautiful,1998,Best Picture,71st,no
Gianluigi,Braschi,Life Is Beautiful,1998,Best Picture,71st,no
Steven,Spielberg,Saving Private Ryan,1998,Best Picture,71st,no
Ian,Bryce,Saving Private Ryan,1998,Best Picture,71st,no
Mark,Gordon,Saving Private Ryan,1998,Best Picture,71st,no
Gary,Levinsohn,Saving Private Ryan,1998,Best Picture,71st,no
Grant,Hill,The Thin Red Line,1998,Best Picture,71st,no
Bruce,Cohen,American Beauty,1999,Best Picture,72nd,yes
Dan,Jinks,American Beauty,1999,Best Picture,72nd,yes
Richard,N. Gladstein,The Cider House Rules,1999,Best Picture,72nd,no
Frank,Darabont,The Green Mile,1999,Best Picture,72nd,no
David,Valdes,The Green Mile,1999,Best Picture,72nd,no
Pieter,Jan Brugge,The Insider,1999,Best Picture,72nd,no
Michael,Mann,The Insider,1999,Best Picture,72nd,no
Frank,Marshall,The Sixth Sense,1999,Best Picture,72nd,no
Kathleen,Kennedy,The Sixth Sense,1999,Best Picture,72nd,no
Barry,Mendel,The Sixth Sense,1999,Best Picture,72nd,no
Douglas,Wick,Gladiator,2000,Best Picture,73rd,yes
David,Franzoni,Gladiator,2000,Best Picture,73rd,yes
Branko,Lustig,Gladiator,2000,Best Picture,73rd,yes
David,Brown,Chocolat,2000,Best Picture,73rd,no
William,Kong,"Crouching Tiger, Hidden Dragon",2000,Best Picture,73rd,no
Hsu,Li-kong,"Crouching Tiger, Hidden Dragon",2000,Best Picture,73rd,no
Ang,Lee,"Crouching Tiger, Hidden Dragon",2000,Best Picture,73rd,no
Danny,DeVito,Erin Brockovich,2000,Best Picture,73rd,no
Michael,Shamberg,Erin Brockovich,2000,Best Picture,73rd,no
Stacey,Sher,Erin Brockovich,2000,Best Picture,73rd,no
Edward,Zwick,Traffic,2000,Best Picture,73rd,no
Marshall,Herskovitz,Traffic,2000,Best Picture,73rd,no
Brian,Grazer,A Beautiful Mind,2001,Best Picture,74th,yes
Ron,Howard,A Beautiful Mind,2001,Best Picture,74th,yes
Robert,Altman,Gosford Park,2001,Best Picture,74th,no
Bob,Balaban,Gosford Park,2001,Best Picture,74th,no
Ross,Katz,In the Bedroom,2001,Best Picture,74th,no
Todd,Field,In the Bedroom,2001,Best Picture,74th,no
Peter,Jackson,The Lord of the Rings: The Fellowship of the Ring,2001,Best Picture,74th,no
Fran,Walsh,The Lord of the Rings: The Fellowship of the Ring,2001,Best Picture,74th,no
Barrie,M. Osborne,The Lord of the Rings: The Fellowship of the Ring,2001,Best Picture,74th,no
Baz,Luhrmann,Moulin Rouge!,2001,Best Picture,74th,no
Fred,Baron,Moulin Rouge!,2001,Best Picture,74th,no
Martin,Richards,Chicago,2002,Best Picture,75th,yes
Alberto,Grimaldi,Gangs of New York,2002,Best Picture,75th,no
Harvey,Weinstein,Gangs of New York,2002,Best Picture,75th,no
Scott,Rudin,The Hours,2002,Best Picture,75th,no
Robert,Fox,The Hours,2002,Best Picture,75th,no
Barrie,M. Osborne,The Lord of the Rings: The Two Towers,2002,Best Picture,75th,no
Fran,Walsh,The Lord of the Rings: The Two Towers,2002,Best Picture,75th,no
Peter,Jackson,The Lord of the Rings: The Two Towers,2002,Best Picture,75th,no
Roman,Polanski,The Pianist,2002,Best Picture,75th,no
Alain,Sarde,The Pianist,2002,Best Picture,75th,no
Barrie,M. Osborne,The Lord of the Rings: The Return of the King,2003,Best Picture,76th,yes
Peter,Jackson,The Lord of the Rings: The Return of the King,2003,Best Picture,76th,yes
Fran,Walsh,The Lord of the Rings: The Return of the King,2003,Best Picture,76th,yes
